CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Seven Living - Maximo Aldana;Pequeno atraso em relação ao cronograma, porém recuperável.;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Unlimited - Oscar Freire - Youi, Inc;N/A;Obra adiantada.
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Condomínio Wish 675 - EBM;Obra iniciada com atraso de 60 dias.;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Daxo - Res. Rhodes;N/A;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;CK - Artefacto;N/A;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Habitat - Casa Laguna;Carência de mão de obra;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Gafisa - Evolve Vila Mariana;Obra teve dificuldade de execução na estrutura, prejudicando avanço nas demais etapas.;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Longitude - Vibe Itaim;N/A;Obra adiantada.
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Derby Central - Max Plural;O atraso é reflexo de início tardio de execução das fundações, agravado pelo baixo desempenho em dezembro em função do calendário reduzido (festas de fim de ano).;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Residencial Aldana Jardim - Maximo Aldana;O atraso ocorreu devido as chuvas no período durante a etapa de movimentação de terra e fundações ve também pelo atraso da entrega do aço da fundação;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Icon Residenc Club - Longitude;Pequeno atraso em relação ao cronograma, porém recuperável.;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Haia Boa Vista - GRM;Em novembro, refletindo a partir de dezembro, a construtora replanejou o cronograma da obra com objetivo em manter o prazo de entrega.;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Varandas Joy - Realiza;Pequeno atraso em relação ao cronograma, porém recuperável.;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Vista Madalena By You, Inc;O atraso é devido à dificuldade de montagem e concretagem das grandes áreas de embasamento do empreendimento. Foi realizado um novo cronograma com prazo contratual para jul/27;N/A
51.870.412/0001-13;2026-03-31;1;Imóveis para venda em construção;Duo Living Complex - Catamarã;N/A;Obra adiantada.
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Derby Central - Max Plural;O atraso é reflexo de início tardio de execução das fundações, agravado pelo baixo desempenho em dezembro em função do calendário reduzido (festas de fim de ano).;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Residencial Aldana Jardim - Maximo Aldana;O atraso ocorreu devido as chuvas no período durante a etapa de movimentação de terra e fundações e também pelo atraso da entrega do aço da fundação;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Icon Residenc Club - Longitude;Pequeno atraso em relação ao cronograma, porém recuperável.;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;CK - Artefacto;Pequeno atraso em relação ao cronograma, porém recuperável.;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Seven Living - Maximo Aldana;Pequeno atraso em relação ao cronograma, porém recuperável.;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Haia Boa Vista - GRM;Em novembro, refletindo a partir de dezembro, a construtora replanejou o cronograma da obra com objetivo em manter o prazo de entrega.;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Habitat - Casa Laguna;Carência de mão de obra;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Unlimited - Oscar Freire - Youi, Inc;N/A;Obra adiantada.
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Longitude - Vibe Itaim;N/A;Obra adiantada.
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Varandas Joy - Realiza;N/A;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Vista Madalena By You, Inc;O atraso é devido à dificuldade de montagem e concretagem das grandes áreas de embasamento do empreendimento. Foi realizado um novo cronograma com prazo contratual para jul/27;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Gafisa - Evolve Vila Mariana;Obra teve dificuldade de execução na estrutura, prejudicando avanço nas demais etapas.;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;Duo Living Complex - Catamarã;N/A;N/A
51.870.412/0001-13;2026-06-30;1;Imóveis para venda em construção;José Antonio Bortolotto - MGB;N/A;N/A
53.072.782/0001-30;2026-03-30;1;Imóveis para renda em construção;JPR DS;Mudança de projeto;
53.072.782/0001-30;2026-06-30;1;Imóveis para renda em construção;-;-;-
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;HY Pinheiro;Não se aplica;Não se aplica
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;Brook;Não se aplica;Não se aplica
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;Baronesa de Itu;Não se aplica;Não se aplica
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;Alameda Campinas;Não se aplica;Não se aplica
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;DNA Vila Mariana;Não se aplica;Não se aplica
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;Sena Madureira;Não se aplica;Não se aplica
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;Senador Lacerda;Não se aplica;Não se aplica
54.645.216/0001-33;2026-03-31;1;Imóveis para venda em construção;Capote Valente;Não se aplica;Não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;Senador Lacerda;não se aplica;não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;Sena Madureira;não se aplica;não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;Capote Valente;não se aplica;não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;Alameda Campinas;não se aplica;não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;HY Pinheiro;não se aplica;não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;Brook;não se aplica;não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;Baronesa de Itu;não se aplica;não se aplica
54.645.216/0001-33;2026-06-30;1;Imóveis para venda em construção;DNA Vila Mariana;não se aplica;não se aplica
55.435.378/0001-00;2026-03-31;1;Imóveis para renda em construção;NA;NA;NA
55.435.378/0001-00;2026-06-30;1;Imóveis para renda em construção;NA;NA;NA
56.992.328/0001-96;2026-03-31;1;Imóveis para venda em construção;VGL;N/A;N/A
56.992.328/0001-96;2026-03-31;1;Imóveis para venda em construção;VH;N/A;N/A
56.992.328/0001-96;2026-03-31;1;Imóveis para venda em construção;EL1;N/A;N/A
56.992.328/0001-96;2026-03-31;1;Imóveis para venda em construção;VSS;N/A;N/A
56.992.328/0001-96;2026-03-31;1;Imóveis para venda em construção;VE;N/A;N/A
56.992.328/0001-96;2026-03-31;1;Imóveis para venda em construção;EE;N/A;N/A
56.992.328/0001-96;2026-03-31;1;Imóveis para venda em construção;RCJ;N/A;N/A
57.077.139/0001-50;2026-03-31;2;Imóveis para renda em construção;Betim Lote 06;N/A;N/A
57.077.139/0001-50;2026-03-31;2;Imóveis para renda em construção;Betim Lote 05;N/A;N/A
57.109.239/0001-11;2026-06-30;1;Imóveis para venda em construção;VL BELEZAS;Sem informação apresentada;Sem informação apresentada
57.109.239/0001-11;2026-06-30;1;Imóveis para venda em construção;ST CECILIA2;Sem informação apresentada;Sem informação apresentada
57.109.239/0001-11;2026-06-30;1;Imóveis para venda em construção;BUTANTA CDI+;Sem informação apresentada;Sem informação apresentada
57.285.563/0001-90;2026-06-30;1;Imóveis para venda em construção;EDIFICIO ALBERTO DE CAMPOS;n/a;n/a
57.285.563/0001-90;2026-06-30;1;Imóveis para venda em construção;PRINCESA JANUÁRIA;n/a;n/a
57.285.563/0001-90;2026-06-30;1;Imóveis para venda em construção;EDIFÍCIO BARATA RIBEIRO;n/a;n/a
58.350.082/0001-84;2026-03-31;1;Imóveis para venda em construção;Namour - Horácio Lafer;Não se aplica;Não se aplica
58.350.082/0001-84;2026-03-31;1;Imóveis para venda em construção;Empreendimento Mitre;Não se aplica;Não se aplica
58.350.082/0001-84;2026-06-30;1;Imóveis para venda em construção;Empreendimento Mitre;não se aplica;não se aplica
58.568.605/0001-63;2026-06-30;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
59.306.587/0001-04;2026-06-30;1;Imóveis para renda em construção;EMP_PARADIS - ESTOQUE;n/a;n/a
59.658.166/0001-42;2026-03-31;1;Imóveis para renda em construção;BTG LOG AAA CAJAMAR;Não se aplica;Não se aplica
59.658.166/0001-42;2026-06-30;1;Imóveis para renda em construção;Complexo Serra dos Cristais - Fase 2;não se aplica;não se aplica
59.658.166/0001-42;2026-06-30;1;Imóveis para renda em construção;Complexo Serra dos Cristais - Fase 3;não se aplica;não se aplica
59.658.166/0001-42;2026-06-30;1;Imóveis para renda em construção;Complexo Serra dos Cristais - Fase 1;não se aplica;não se aplica
60.220.343/0001-93;2026-03-31;2;Imóveis para renda em construção;Obramax Uberlandia;n/a;n/a
60.871.972/0001-83;2026-03-31;2;Imóveis para venda em construção;Edificio Loeb;Não se aplica;Não se aplica
60.871.972/0001-83;2026-06-30;1;Imóveis para venda em construção;Edificio Loeb;não se aplica;não se aplica
61.667.274/0001-23;2026-03-31;1;Imóveis para renda em construção;Rua Elias Pedro Saade, s/n, Arujá, CEP 83.020-455, no município de São José dos Pinhais, Estado do Paraná;Informação não apresentada;Informação não apresentada
61.667.274/0001-23;2026-06-30;1;Imóveis para renda em construção;Rua Elias Pedro Saade, s/n, Arujá, CEP 83.020-455, no município de São José dos Pinhais, Estado do Paraná;Informação não apresentada;Informação não apresentada
62.173.916/0001-09;2026-03-31;1;Imóveis para renda em construção;Lotus Tower;Não se aplica;não se aplica
62.173.916/0001-09;2026-06-30;1;Imóveis para renda em construção;Lotus Tower;A curva prevista para a obra é muito agressiva e de difícil execução, dessa forma apesar da evolução abaixo do previsto a obra tem evoluido bem.;Não aplicável.
62.254.106/0001-79;2026-03-31;1;Imóveis para venda em construção;GAGO COUTINHO;n/a;n/a
62.254.106/0001-79;2026-03-31;1;Imóveis para venda em construção;BARÃO DE ICARAÍ;n/a;n/a
62.254.106/0001-79;2026-06-30;1;Imóveis para venda em construção;BARÃO DE ICARAÍ;n/a;n/a
62.254.106/0001-79;2026-06-30;1;Imóveis para venda em construção;GAGO COUTINHO;n/a;n/a
62.529.006/0001-08;2026-03-31;1;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável
62.529.006/0001-08;2026-06-30;1;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável
62.731.360/0001-10;2026-03-31;1;Imóveis para renda em construção;NA;;
62.731.360/0001-10;2026-06-30;1;Imóveis para renda em construção;A Mata - Casa 06;As residências passaram por revisão do projeto arquitetônico, contemplando melhorias nas esquadrias e portas, com o objetivo de agregar valor aos imóveis e ampliar seu VGV. Em decorrência dessas alterações, as esquadrias anteriormente especificadas foram substituídas, tornando necessária a fabricação de novos elementos.;
62.731.360/0001-10;2026-06-30;1;Imóveis para renda em construção;A Mata - Casa 09;As residências passaram por revisão do projeto arquitetônico, contemplando melhorias nas esquadrias e portas, com o objetivo de agregar valor aos imóveis e ampliar seu VGV. Em decorrência dessas alterações, as esquadrias anteriormente especificadas foram substituídas, tornando necessária a fabricação de novos elementos.;
62.855.536/0001-46;2026-03-31;1;Imóveis para renda em construção;Lotus Tower;Não se aplica;Não se aplica
62.855.536/0001-46;2026-06-30;1;Imóveis para renda em construção;Lotus Tower;A curva prevista para a obra é muito agressiva e de difícil execução, dessa forma apesar da evolução abaixo do previsto a obra tem evoluido bem.;Não se aplica
62.864.543/0001-04;2026-06-30;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
63.416.131/0001-74;2026-06-30;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
63.566.516/0001-18;2026-03-31;1;Imóveis para venda em construção;GENERAL ARTIGAS;n/a;n/a
63.566.516/0001-18;2026-06-30;1;Imóveis para venda em construção;GENERAL ARTIGAS;n/a;n/a
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;GIO Jardins Unidade 3101;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;GIO Jardins Unidade 1501;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;GIO Jardins Unidade 2401;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;GIO Jardins Unidade 2901;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;HADDOCK 885 Unidade 901;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;GIO Jardins Unidade 1801;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;HADDOCK 885 Unidade 1001;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;GIO Jardins Unidade 3301;N/A;N/A
63.574.892/0001-54;2026-03-31;1;Imóveis para venda em construção;HADDOCK 885 Unidade 801;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;GIO Jardins Unidade 3101;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;GIO Jardins Unidade 2901;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;GIO Jardins Unidade 3301;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;GIO Jardins Unidade 1501;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;HADDOCK 885 Unidade 1001;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;GIO Jardins Unidade 2401;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;HADDOCK 885 Unidade 901;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;GIO Jardins Unidade 1801;N/A;N/A
63.574.892/0001-54;2026-06-30;1;Imóveis para venda em construção;HADDOCK 885 Unidade 801;N/A;N/A
63.952.986/0001-10;2026-03-31;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade L;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
63.952.986/0001-10;2026-03-31;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade N;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
63.952.986/0001-10;2026-03-31;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade F;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
63.952.986/0001-10;2026-03-31;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade I1;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
63.952.986/0001-10;2026-06-30;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade L;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
63.952.986/0001-10;2026-06-30;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade N;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
63.952.986/0001-10;2026-06-30;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade F;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
63.952.986/0001-10;2026-06-30;1;Imóveis para venda em construção;Empreendimento Cacau - Unidade I1;Não se aplica, a obra ainda não teve início conforme cronograma contratual.;Não se aplica
65.680.221/0001-01;2026-06-30;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
66.060.256/0001-00;2026-06-30;1;Imóveis para venda em construção;N/A;N/A;N/A
66.688.948/0001-90;2026-06-30;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
66.712.223/0001-90;2026-06-30;1;Imóveis para renda em construção;Não se aplica;;
