CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_622_1;Sala Comercial OR Empreendimentos Novo Mundo Unidade 622 - Av. A nº 4165;116.06;1;Nenhuma característica relevante;;;;;;;;;;0.00102
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_511_5;Av. A - Quadra F1, 4165 - Sala 511, Torre - 5, Praia do Paiva - Cabo de Santo Agostinho-PE;50.13;1;Nenhuma característica relevante;;;;;;;;;;0.001264
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_718_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 718 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_524_4;Av. A - Quadra F1, 4165 - Sala 524, Torre - 4, Praia do Paiva - Cabo de Santo Agostinho-PE;42.11;1;Nenhuma característica relevante;;;;;;;;;;0.00106
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;P108_2B;Rua Equador, N° 43 - "Porto Atlântico Leste";19.11;1;Nenhuma característica relevante;;;;;;;;;;0.00063
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_517_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 517 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;VO_107;Loja Calçada Vogue Square Life Experience Unidade 107  - Av. das Américas, 8585;45;1;Nenhuma característica relevante;;;;;;;;;;0.002241
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_713_5;Sala Comercial OR Empreendimentos Novo Mundo Unidade 713 - Av. A nº 4165;120.62;1;Nenhuma característica relevante;;;;;;;;;;0.00106
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;VO_SS141;Loja Calçada Vogue Square Life Experience Unidade  SS 141  - Av. das Américas, 8585;165;1;Nenhuma característica relevante;;;;;;;;;;0.007475
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_707_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 707 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para renda acabados;PANTHE_7;Rua Dr. Fernandes Coelho, 85 - Pinheiros, São Paulo - SP;571.7;1;Nenhuma característica relevante;0;0;0.221631;;;;;;;
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_601_2;Sala Comercial OR Empreendimentos Novo Mundo Unidade 601 - Av. A nº 4165;109.18;1;Nenhuma característica relevante;;;;;;;;;;0.000961
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_709_6;Sala Comercial OR Empreendimentos Novo Mundo Unidade 709 - Av. A nº 4165;119.65;1;Nenhuma característica relevante;;;;;;;;;;0.00105
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_108_6;Av. A - Quadra F1, 4165 - Sala 108, Torre - 6, Praia do Paiva - Cabo de Santo Agostinho-PE;40.72;1;Nenhuma característica relevante;;;;;;;;;;0.001025
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_812_5;Sala Comercial OR Empreendimentos Novo Mundo Unidade 812 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_31_L;Av. A - Quadra F1, 4165 - Loja 31, Praia do Paiva - Cabo de Santo Agostinho-PE;42.54;1;Nenhuma característica relevante;;;;;;;;;;0.00107
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_610_5;Sala Comercial OR Empreendimentos Novo Mundo Unidade 610 - Av. A nº 4165;119.65;1;Nenhuma característica relevante;;;;;;;;;;0.00105
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;VO_SS210;Loja Calçada Vogue Square Life Experience Unidade  SS 210  - Av. das Américas, 8585;22;1;Nenhuma característica relevante;;;;;;;;;;0.000996
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;P310_2B;Rua Equador, N° 43 - "Porto Atlântico Leste";19.59;1;Nenhuma característica relevante;;;;;;;;;;0.000659
34.691.925/0001-48;2026-03-31;1;Imóveis para renda acabados;NM_20_L;Av. A - Quadra F1, 4165 - Loja 20, Praia do Paiva - Cabo de Santo Agostinho-PE;53.8;1;Nenhuma característica relevante;0;0;0;;;;;;;
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;P217_3;Rua Equador, N° 43 - "Porto Atlântico Leste";27.78;1;Nenhuma característica relevante;;;;;;;;;;0.000641
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_808_1;Sala Comercial OR Empreendimentos Novo Mundo Unidade 808 - Av. A nº 4165;137.62;1;Nenhuma característica relevante;;;;;;;;;;0.00121
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_510_5;Av. A - Quadra F1, 4165 - Sala 510, Torre - 5, Praia do Paiva - Cabo de Santo Agostinho-PE;41.74;1;Nenhuma característica relevante;;;;;;;;;;0.00105
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_109_6;Av. A - Quadra F1, 4165 - Sala 109, Torre - 6, Praia do Paiva - Cabo de Santo Agostinho-PE;48.82;1;Nenhuma característica relevante;;;;;;;;;;0.00123
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_35_L;Av. A - Quadra F1, 4165 - Loja 35, Praia do Paiva - Cabo de Santo Agostinho-PE;82.7;1;Nenhuma característica relevante;;;;;;;;;;0.002086
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;VO_119;Loja Calçada Vogue Square Life Experience Unidade 119  - Av. das Américas, 8585;338;1;Nenhuma característica relevante;;;;;;;;;;0.016843
34.691.925/0001-48;2026-03-31;1;Imóveis para renda acabados;PANTHE_8;Rua Dr. Fernandes Coelho, 85 - Pinheiros, São Paulo - SP;571.7;1;Nenhuma característica relevante;0;0;0;;;;;;;
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_518_4;Av. A - Quadra F1, 4165 - Sala 518, Torre - 4, Praia do Paiva - Cabo de Santo Agostinho-PE;33.65;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_715_5;Sala Comercial OR Empreendimentos Novo Mundo Unidade 715 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_823_1;Sala Comercial OR Empreendimentos Novo Mundo Unidade 823 - Av. A nº 4165;116.06;1;Nenhuma característica relevante;;;;;;;;;;0.00102
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_723_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 723 - Av. A nº 4165;116.06;1;Nenhuma característica relevante;;;;;;;;;;0.00102
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_510_1;Av. A - Quadra F1, 4165 - Sala 510, Torre - 1, Praia do Paiva - Cabo de Santo Agostinho-PE;50.13;1;Nenhuma característica relevante;;;;;;;;;;0.001264
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_503_2;Sala Comercial OR Empreendimentos Novo Mundo Unidade 503 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;P1006_2B;Rua Equador, N° 43 - "Porto Atlântico Leste";19.11;1;Nenhuma característica relevante;;;;;;;;;;0.000966
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_610_1;Av. A - Quadra F1, 4165 - Sala 610, Torre - 1, Praia do Paiva - Cabo de Santo Agostinho-PE;50.13;1;Nenhuma característica relevante;;;;;;;;;;0.001264
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_14_L;Av. A - Quadra F1, 4165 - Loja 14, Praia do Paiva - Cabo de Santo Agostinho-PE;45.52;1;Nenhuma característica relevante;;;;;;;;;;0.00115
34.691.925/0001-48;2026-03-31;1;Imóveis para renda acabados;NM_22_L;Av. A - Quadra F1, 4165 - Loja 22, Praia do Paiva - Cabo de Santo Agostinho-PE;39.33;1;Nenhuma característica relevante;0;0;0;;;;;;;
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;P712_2A;Rua Equador, N° 43 - "Porto Atlântico Leste" bloco 2-A;66.38;1;Nenhuma característica relevante;;;;;;;;;;0.000918
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_511_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 511 - Av. A nº 4165;143.69;1;Nenhuma característica relevante;;;;;;;;;;0.001264
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;VER_A301;Sala Comercial Calçada Condomínio Vertice Unidade 301 A - Av. Miguel Antonio Frnandes, 1333;95.53;1;Nenhuma característica relevante;;;;;;;;;;0.00122
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_213_5;Av. A - Quadra F1, 4165 - Sala 213, Torre - 5, Praia do Paiva - Cabo de Santo Agostinho-PE;38.09;1;Nenhuma característica relevante;;;;;;;;;;0.000961
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_311_5;Av. A - Quadra F1, 4165 - Sala 311, Torre - 5, Praia do Paiva - Cabo de Santo Agostinho-PE;50.13;1;Nenhuma característica relevante;;;;;;;;;;0.001264
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_210_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 210 - Av. A nº 4165;143.69;1;Nenhuma característica relevante;;;;;;;;;;0.001264
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_602_2;Sala Comercial OR Empreendimentos Novo Mundo Unidade 602 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_607_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 607 - Av. A nº 4165;96.46;1;Nenhuma característica relevante;;;;;;;;;;0.000846
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_108_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 108 - Av. A nº 4165;116.72;1;Nenhuma característica relevante;;;;;;;;;;0.001025
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_109_3;Sala Comercial OR Empreendimentos Novo Mundo Unidade 109 - Av. A nº 4165;139.94;1;Nenhuma característica relevante;;;;;;;;;;0.00123
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;NM_27_L;Av. A - Quadra F1, 4165 - Loja 27, Praia do Paiva - Cabo de Santo Agostinho-PE;41.03;1;Nenhuma característica relevante;;;;;;;;;;0.001035
34.691.925/0001-48;2026-03-31;1;Imóveis para venda acabados;P103_2B;Rua Equador, N° 43 - "Porto Atlântico Leste";19.11;1;Nenhuma característica relevante;;;;;;;;;;0.00063
34.835.191/0001-23;2026-03-31;1;Imóveis para renda acabados;Inter Residence Barbacena;Rua Tenente Brito Melo, 472, Barro Preto - Belo Horizonte - MG;3722.74;38;Nº de unidades: 38Nº de vagas: 22Nº box: 0Metragem quadrada média por apto: 53,69 m²;0.045827;0.023608;0.124925;;;;;;;
34.835.191/0001-23;2026-03-31;1;Imóveis para renda acabados;Luggo Ecoville;Rua Casemiro Augusto Rodacki, 289, Cidade Industrial - Curitiba - PR;4569.49;88;Nº de unidades: 88Nº de vagas: 88Nº box: 0Metragem quadrada média por apto: 46,98m²;0.01463;0.025076;0.171855;;;;;;;
34.835.191/0001-23;2026-03-31;1;Imóveis para renda acabados;Luggo Lindoia;Rua Capitão João Zaleski, 842, Lindoia - Curitiba - PR;5896;128;Nº de unidades: 128Nº de vagas: 128Nº box: 0Metragem quadrada média por apto: 49,30m²;0.006458;0.020598;0.247561;;;;;;;
34.835.191/0001-23;2026-03-31;1;Imóveis para renda acabados;Luggo Cenarium;Rua Santa Maria Rosselo, 180, Mansões Santo Antonio - Campinas - SP;6062.7;120;Nº de unidades: 120Nº de vagas: 143Nº box: 0Metragem quadrada média por apto: 43,50m²;0;0.006162;0.279069;;;;;;;
34.835.191/0001-23;2026-03-31;1;Imóveis para renda acabados;Luggo Cipreste;Rua das Espatodias 610, Marajó - Belo Horizonte - MG;5349.06;116;Nº de unidades: 116 Nº de vagas: 116Nº box: 2Metragem quadrada média por apto: 42,42m²;0.028714;0.007896;0.176591;;;;;;;
34.847.042/0001-84;2026-03-31;1;Imóveis para renda acabados;TORRE V - ED. ARAUCARIA;Alameda Araguaia, nº 2550 e Avenida Marcos Penteado de Ulhôa Rodrigues, nº 939 - Alphaville;92075.8;1;Direito de propriedade;0;0;1;;;;;;;
34.867.728/0001-37;2026-03-31;1;Imóveis para renda em construção;IMOVLOG;Rodovia Dom Gabriel Paulino Bueno Couto, Gleba ML, Distrito do Jacaré ou Bairro do Caí, Cabreúva / SP, CEP: 13314-970;81313;1;Matricula - 4134;;;;0;;0;0;0;0;
34.895.711/0001-93;2026-03-31;1;Imóveis para venda em construção;ALPHACASTELLO;Rua Paraná, Itu/SP;0;7;São Paulo;;;;;0;0;0;0;0;
34.895.711/0001-93;2026-03-31;1;Imóveis para venda acabados;ALPHAVILLE NOVA ESPLANADA;Bairro do Vossoroca, com frente para a Rua Oito - Votorantim/SP;0;2;São Paulo;;;;;;;;;;0
34.895.894/0001-47;2026-03-31;1;Imóveis para renda acabados;Torre Oeste;Av. das Nações Unidas, nº 12.901, São Paulo - SP;7893;13;Aquisição de ativos bem localizados com o objetivo de gerar ganho de capital.;0.077188;0;1;;;;;;;
35.360.651/0001-77;2026-03-31;1;Imóveis para venda em construção;LEOPOLDO MIGUEZ 10;Rua Leopoldo Miguez, 10 - Copacabana - Rio de Janeiro, RJ;0;0;Empreendimento - LEOPOLDO MIGUEZ;;;;;0;0.7398;0.9981;21965146.27;21965146.27;
35.360.651/0001-77;2026-03-31;1;Imóveis para venda em construção;PAUL REFERN, 32/36/40;Rua Paul Redfern, 40 - Ipanema - Rio de Janeiro, RJ;0;0;Empreendimento - PAUL REDFERN PAR;;;;;0;0;0;45810488.95;45810488.95;
35.360.651/0001-77;2026-03-31;1;Imóveis para venda em construção;PRUDENTE DE MORAIS, 1356;Rua Prudente de Morais, 1356 - Ipanema - Rio de Janeiro, RJ;0;0;Empreendimento - PRUDENTE DE MORAES 1356;;;;;0;0.1128;0.0718;44864005.74;44864005.74;
35.360.651/0001-77;2026-03-31;1;Imóveis para venda em construção;BULHÕES DE CARVALHO 396;Rua Bulhões Carvalho, 396 - Copacabana - Rio de Janeiro, RJ;0;0;Empreendimento - ARPOADOR;;;;;0;0.6844;0.8217;20695620.19;20695620.19;
35.360.651/0001-77;2026-03-31;1;Imóveis para venda acabados;VISCONDE DE OURO PRETO, 67;Rua Visconde de Ouro Preto, nº 67, Botafogo, Rio de Janeiro/RJ;0;0;n/a;;;;;;;;;;1
35.360.651/0001-77;2026-03-31;1;Imóveis para venda em construção;GOMES CARNEIRO, 30/32;Rua Gomes Carneiro, 30 - Ipanema - Rio de Janeiro, RJ;0;0;Empreendimento - PRAIA IPANEMA;;;;;0;0.3829;0.3989;37607052.24;37607052.24;
35.586.415/0001-73;2026-03-31;1;Imóveis para renda acabados;Shopping Parque Dom Pedro  - 22,616%;Av. Guilherme Campos 500, Campinas - SP;126359.21;385;-;0.016473;0.000597;0.904444;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Edificio Park Tower;Avenida Brigadeiro Luis Antonio, 3521, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01401-001;16633.11;26;Direito de propriedade;0;0;0;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Condominio Edificio Vera Cruz II;Rua Elvira Ferraz, 68, Sem Complemento, Vila Olímpia, São Paulo/SP, Brasil, 04552-040;21847.16;8;Direito de propriedade;0.26909488429086;0;0.04423742239207;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Vila Olimpia Corporate;Rua Fidencio Ramos, 302, Sem Complemento, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-010;17282.16;28;Direito de propriedade;0.0668202764977;0;0;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Edificio Faria Lima 4440  (VBI FL 4440);Avenida Brigadeiro Faria Lima, 4440, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 04538-132;22111.73;20;Direito de propriedade;0.78695289785105;0;0.06628020415941;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Empreendimento The One;Rua Ministro Jesuino Cardoso, 454, Sem Complemento, Vila Nova Conceicao, Sao Paulo/SP, Brasil, 04544-051;1610;5;Direito de propriedade;0;0;0.00948250850878;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Condominio The One;Rua Ministro Jesuino Cardoso, 454, 1º, 2º, 7º E 10º Pavimentos, Vila Nova Conceicao, Sao Paulo/SP, Brasil, 04544-051;12740.37;18;Direito de propriedade;0.20042447946714;0;0;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Union Faria Lima;Rua Leopoldo Couto Magalhaes Junior, 822, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04542-000;50000;31;Direito de propriedade;0.73738561895712;0;0.02082496572725;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Complexo JK - Torre B;Avenida Presidente Juscelino Kubitschek, 2041, Sem Complemento, Vila Nova Conceicao, Sao Paulo/SP, Brasil, 04543-011;59532.19;9;Direito de propriedade;0;0;0;;;;;;;
35.652.102/0001-76;2026-03-31;1;Imóveis para renda acabados;Edificio Cidade Jardim;Avenida Cidade Jardim, 803, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 01453-000;100553.83;9;Direito de propriedade;0.10120441236466;0;0.09590172043779;;;;;;;
35.652.174/0001-13;2026-03-31;2;Imóveis para venda em construção;Kalea Jardins;Rua Da Consolacao, 3290, Sem Complemento, Cerqueira César, São Paulo/SP, Brasil, 01416-000;1843.65;1;Direito de propriedade;;;;;0.2;0;0;0;0;
35.652.227/0001-04;2026-03-31;1;Imóveis para renda acabados;Sotreq - Parauapebas;Km 11, 3010, Zona De Expansão Urbana, Parauapebas-pa, Rodovia Pa-275, Parauapebas/PA, Brasil, 68515-000;48411;1;Direito de propriedade;0;0;0.69324092786684;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;CENTRO DE ARMAZENAMENTO E DISTRIBUICAO DA AURORA;Avenida Pl Do Brasil, 3001, Sem Complemento, Fontes, Aruja/SP, Brasil, 07415-000;191766920;1;Direito de propriedade;0;0;0.13685398520195;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Imovel Viana;Estrada Ladeira Grande, S/n, Área 01-a, Parque Industrial, Viana/ES, Brasil, 29136-537;15037.29;1;Direito de propriedade;0;0;0.0507028918289;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;CD Seara Ribeirao das Neves - R2MN;Rua Alexandre Barreto Cavalcante, 74, Lote 01b Quadra 07, Alterosa, Ribeirao Das Neves/MG, Brasil, 33821-105;36250.63;1;Direito de propriedade;0;0;0.06486450365017;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Imovel Vitoria da Conquista;Avenida Anel De Contorno, S/n, Lote J-13b, Ayrton Senna, Vitoria Da Conquista/BA, Brasil, 45057-000;20000;1;Direito de propriedade;0;0;0.0174094059767;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Imovel Querencia;Estrada R-1, Na Esquina Com A Estrada R-4, S/n, Sem Complemento, , Querencia/MT, Brasil, 78643-000;5716.7;1;Direito de propriedade;0;0;0.02588219725794;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Galpao - Quatro Barras;Avenida Prefeito Domingos Mocelin Neto, 2600, 555, Sem Complemento, Borda Do Campo, Quatro Barras/PR, Brasil, 83425-970;38082;1;Direito de propriedade;0;0;0;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Imovel - Cuiaba;Rodovia Dos Imigrantes, Km 501, Sem Complemento, Distrito Industrial, Cuiaba/MT, Brasil, 78098-325;21870.36;1;Direito de propriedade;0;0;0.05866128224097;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Imovel Itajai - SC;Rua Jose Lana, 850, Sem Complemento, Brilhante I, Itajai/SC, Brasil, 88318-290;210609.28;3;Direito de propriedade;0.32011981188223;0;0.12243212272517;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Imovel Conde - Paraiba;Km 101, Da Br-101, 101, Sem Complemento, , Conde/PB, Brasil, 58322-000;12847.3;1;Direito de propriedade;0;0;0.02219967934889;;;;;;;
35.652.278/0001-28;2026-03-31;1;Imóveis para renda acabados;Imovel - Lucas Rio Verde;Setor 2, Setor 2, S/n, Lote 08b3, Setor 2, Lucas Do Rio Verde/MT, Brasil, 78455-000;100000;1;Direito de propriedade;0;0;0.07366404915766;;;;;;;
35.704.849/0001-20;2026-03-31;1;Imóveis para renda acabados;Edíficio Corporativo OI;Rua General Polidoro, 99, Botafogo/RJ;14400.59;1;Matr. 64.257;0;0;1;;;;;;;
35.725.659/0001-90;2026-03-31;1;Imóveis para renda acabados;PAV IND IPIRANGA;Avenida Ipiranga, 7190 e 7200;894.85;2;Pavilhão Industrial;0;0;0.3434;;;;;;;
35.725.659/0001-90;2026-03-31;1;Imóveis para renda acabados;COND COM ANDRADE NEVES;Rua Andrade Neves, 725;1848;1;Prédio de alvenaria;0;0;0.1738;;;;;;;
35.725.659/0001-90;2026-03-31;1;Imóveis para renda acabados;COND COM SQUARE CORPORATE;Rodovia José Carlos Daux - Ed. SC 401 SQUARE CORPORATE;1151;15;Conjuntos: 337,339,340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352;0;0;0.2628;;;;;;;
35.725.659/0001-90;2026-03-31;1;Imóveis para renda acabados;COND RES TEENA;Rua Engenheiro Ildefonso Simões Lopes - Ed. Teena;531.04;1;Unidade 601;0;0;0.087;;;;;;;
35.725.659/0001-90;2026-03-31;1;Imóveis para renda acabados;LJ COM JOAO DE OLIVEIRA REMIAO;Estrada João de Oliveira Remião, 6632 e 6636;991.76;3;2 lajes e 1 garagem;0;0;0.1297;;;;;;;
35.725.659/0001-90;2026-03-31;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;Rua Quintino Bocaiúva, 1410;490;3;Unidade nº 602, 702 e 801;;;;0;;0;0;2500000;2500000;
35.725.659/0001-90;2026-03-31;1;Imóveis para renda acabados;ED. MANHATTAN;Rua Vinte e Quatro de Outubro, 171;316.73;1;Loja 3;0;0;0;;;;;;;
35.754.164/0001-99;2026-03-31;1;Imóveis para renda acabados;RDN;Av. José Carlos Costa, 688 - Ribeirão das Neves, MG;26618;1;Matrícula nº 24.293 do Galpão Refrigerado Ribeirão das Neves;0.154224;0;0.351195;;;;;;;
35.754.164/0001-99;2026-03-31;1;Imóveis para renda acabados;POSTALL;Av. Nossa Senhora Auxiliadora, 831, Jundiaí - SP, CEP: 13214-855;9956;1;Matrícula nº 141.098;0;0;0;;;;;;;
35.754.164/0001-99;2026-03-31;1;Imóveis para renda acabados;ITATIAIA;Av. Industrial Alda Mendes Bernardes, 1881 - Itatiaia, RJ;105580;1;Matrículas: 3.467 - Galpões 1 ao 11 e Matrícula: 5.016 - Pátio de Cargas.;0;0;0.407871;;;;;;;
35.754.164/0001-99;2026-03-31;1;Imóveis para renda acabados;SOLISTICA;Av. Nossa Senhora Auxiliadora, 901, Jundiaí - SP, CEP: 13214-855;9177;1;Matrícula nº 147.592;0;0;0.046393;;;;;;;
35.765.826/0001-26;2026-03-31;1;Imóveis para renda acabados;Standard Building;Avenida Presidente Wilson, 118 - Centro - Rio de Janeiro - RJ;8341;1;Torre A, o  Standard Building é um edifício tombado, patrimônio histórico da cidade do Rio de Janeiro, localizado próximo a Baía de Guanabara e com uma vista maravilhosa dos principais cartões postais do Rio de Janeiro. Está a poucos metros da estação Antônio Carlos do VLT e da estação Cinelândia do metrô. Foi totalmente reformado em 2007 para atender ao IBMEC-RJ, que ocupa 100% do imóvel em um contrato atípico.;0;0;0;;;;;;;
35.765.826/0001-26;2026-03-31;1;Imóveis para renda acabados;Rochavera - Torre D;Avenida das Nações Unidas, 14.171 - Chucri Zaidan - São Paulo - SP;14648;1;Torre AAA pertencente ao complexo Rochaverá fica a poucos passos da estação Morumbi da CPTM e de dois dos principais shoppings de São Paulo. Conta com acesso pela Marginal Pinheiros e pela Av. Chucri Zaidan, tem acesso por ciclovia e bicicletário, além de contar com uma usina de geração de energia a gás capaz de atender 100% do complexo e um jardim aberto ao público de mais de 10 mil m². Tem certificação sustentável LEED Gold. A Torre D está 100% locado em um contrato atípico para a Dow.;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI CONTAGEM;Av. Wilson Tavares Ribeiro, 1025 - CONTAGEM - MG - (CEP 32183-680);30527;2;GALPÃO LOGÍSTICO;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI CAJAMAR;Estrada da Roseira, s/n , Cajamar - SP;234147;3;GALPÃO LOGÍSTICO;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI BETIM;Rodovia Fernão Dias (BR 381), Km 474  - Betim - MG (CEP 32.669-895);17170;1;GALPÃO LOGÍSTICO;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI SEROPÉDICA;Estrada Miguel Pereira, 34 - São Miguel, Seropédica - RJ;552080;5;GALPÃO LOGÍSTICO;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI JUNDIAÍ II;Av Odila Chaves Rodriges , s/n, Lote Glad1 - Pq Indl Rm - Jundiai SP (CEP 13.213-087);65044;3;GALPÃO LOGÍSTICO;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI MAUÁ;Av. Ayton Senna da Sailva, 2282 - Vila Santa Cecília - Maua - (CEP 09380-440);43578;1;GALPÃO LOGÍSTICO;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI RODOANEL MAUÁ;AV. PAPA JOÃO XXIII, 2843 - BAIRRO SERTÃOZINHO - MAUÁ - SP - CEP 09370-800;205936.11;2;GALPÃO LOGÍSTICO + PÁTIO DE ESTACIONAMENTO;0;0;0;;;;;;;
35.765.907/0001-26;2026-03-31;1;Imóveis para renda acabados;GOLGI JUNDIAÍ I;Av. Odila Chaves Rodrigues, s/n, Lote Gla1d - PQ INDL RM - Jundiaí/SP - (CEP 13.213-087);56689.42;5;GALPÃO LOGÍSTICO;0;0;0;;;;;;;
