CNPJ_Fundo_Classe;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
31.962.875/0001-06;2024-09-30;1;Outros Ativos Financeiros;CDB_CDB9243CP2Y - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;627100000;6300996.08
31.962.875/0001-06;2024-09-30;1;Outros Ativos Financeiros;CDB_CDB824AAZ0N - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;38524819;387893.2
31.962.875/0001-06;2024-09-30;1;Outros Ativos Financeiros;CDB_CDB8244GQV2 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;284100000;2871529.81
31.962.875/0001-06;2024-09-30;1;Outros Ativos Financeiros;CDB_CDB9242Q21E - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;159700000;1605114.2
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB7245E3EB - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;922918;9575.86
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBA24596BO - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;269100000;2738341.42
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB242NXUA - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;894600000;9051092.69
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB824AAZ0N - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;38524819;395692.08
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBC243R6MP - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;651200000;6547060.12
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBC245R5KE - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;1200000000;12053105.04
31.962.875/0001-06;2024-12-31;1;Ações de Sociedades;PLD DUTRA RJ II EMPREENDIMENTOS IMOB LTDA;41043460000184;;;;;;448931034;626217027.99
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBC249VNGH - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;122100000;1223508.58
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB247QERE - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;214500000;2164059.13
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBC246EF9R - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;100000000;1004115.25
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB824AAZ03 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;1363566;14005.32
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB2244NC3V - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;28968683;311193.41
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBA2425LQ4 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;385461441;3928380.46
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB2244NC62 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;148687240;1596729.67
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBC248SAAP - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;157700000;1581322.83
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB249X7ZX - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;124100000;1250444.64
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB24553QR - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;427600000;4320817.19
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB2435N0P - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;11306780;114361.36
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB244I3Q7 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;305800000;3091027.62
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB424B5THD - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;2107918;22286.59
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB240IG6P - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;363000000;3675979.76
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBC24D4XGV - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;5653305;56552.33
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB824AB61N - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;80881632;830742.93
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB243V4F2 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;178300000;1802827.81
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBC24D4XEP - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;107400000;1074367.07
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB5244W1F0 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;31820791;335162.54
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB5244W0ZV - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;15728570;165666.14
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB9243CP6W - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;11306780;115891.59
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDB62489PWG - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;18738048;195486.41
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB2435MYW - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;123600000;1250140.52
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBA243WJX9 - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;524200000;5337457.74
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBA248H79R - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;201400000;2045082.77
31.962.875/0001-06;2024-12-31;1;Outros Ativos Financeiros;CDB_CDBB244I3RO - JPMORGANBM;33172537000198;;;;CDB PÓS FIXADO;;1540367;15570.04
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco XV Empreendimentos Imobiliários Ltda.;40572606000116;;;;;;10100;6395.76
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco XIV Empreendimentos Imobiliários Ltda.;40572579000181;;;;;;10100;5724.61
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco Holding Ltda.;37995694000154;;;;;;8701740;14415614.48
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco Murici Empreendimentos Imobiliários Ltda.;24787836000146;;;;;;83450290;101164333.91
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bres Henry Ford Empreendimentos Imobiliários Ltda.;7951410000167;;;;;;100619415;127932713.88
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco Simões Filho Empreendimentos Imobiliários Ltda.;2698003000176;;;;;;13200000;92354830.13
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco XI Empreendimentos Imobiliários Ltda.;37996503000179;;;;;;13665;8297.86
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco XIII Empreendimentos Imobiliários Ltda.;40572664000140;;;;;;10100;6386.88
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco Anchieta Empreendimentos Imobiliários Ltda.;37997837000167;;;;;;30000099;26945471.22
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;BRES Viracopos Empreendimentos Imobiliários Ltda.;9349537000136;;;;;;339276510;519851225.23
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco Investimentos Ltda.;13944481000135;;;;;;6623850;2515791.46
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco VII Empreendimentos Imobiliários Ltda.;33473635000165;;;;;;35118600;4495537.46
32.000.013/0001-57;2024-03-31;1;Cotas de Sociedades;Bresco Raposo 15 Empreendimentos Imobiliários Ltda.;33782351000150;;;;;;24253279;25015196.94
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco VII Empreendimentos Imobiliários Ltda.;33473635000165;;;;;;35118600;4495537.46
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco Investimentos Ltda.;13944481000135;;;;;;6623850;2549545.48
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco XIII Empreendimentos Imobiliários Ltda.;40572664000140;;;;;;10100;6386.88
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco Holding Ltda.;37995694000154;;;;;;8701740;14415614.48
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco XV Empreendimentos Imobiliários Ltda.;40572606000116;;;;;;10100;6395.76
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;BRES Viracopos Empreendimentos Imobiliários Ltda.;9349537000136;;;;;;339276510;502451225.17
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco Anchieta Empreendimentos Imobiliários Ltda.;37997837000167;;;;;;30000099;26945471.22
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco Simões Filho Empreendimentos Imobiliários Ltda.;2698003000176;;;;;;13200000;92354830.13
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco XIV Empreendimentos Imobiliários Ltda.;40572579000181;;;;;;10100;5724.61
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco Raposo 15 Empreendimentos Imobiliários Ltda.;33782351000150;;;;;;35215279;35977196.95
32.000.013/0001-57;2024-06-30;1;Cotas de Sociedades;Bresco XI Empreendimentos Imobiliários Ltda.;37996503000179;;;;;;13665;8297.86
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco XIII Empreendimentos Imobiliários Ltda.;40572664000140;;;;;;10100;6386.88
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;BRES Viracopos Empreendimentos Imobiliários Ltda.;9349537000136;;;;;;252401317;421666032.88
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco VII Empreendimentos Imobiliários Ltda.;33473635000165;;;;;;35118600;4495537.46
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco Investimentos Ltda.;13944481000135;;;;;;1720842;1754596.48
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco XIV Empreendimentos Imobiliários Ltda.;40572579000181;;;;;;10100;5724.61
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco Raposo 15 Empreendimentos Imobiliários Ltda.;33782351000150;;;;;;35215279;35977196.95
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco Simões Filho Empreendimentos Imobiliários Ltda.;2698003000176;;;;;;13200000;92354830.13
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco XV Empreendimentos Imobiliários Ltda.;40572606000116;;;;;;10100;6395.76
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco Anchieta Empreendimentos Imobiliários Ltda.;37997837000167;;;;;;40200099;37145471.2
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco XI Empreendimentos Imobiliários Ltda.;37996503000179;;;;;;13665;8297.86
32.000.013/0001-57;2024-09-30;1;Cotas de Sociedades;Bresco Holding Ltda.;37995694000154;;;;;;8701740;14415614.48
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco XIV Empreendimentos Imobiliários Ltda.;40572579000181;;;;;;10100;3487.32
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco XIII Empreendimentos Imobiliários Ltda.;40572664000140;;;;;;10100;4197.39
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco Simões Filho Empreendimentos Imobiliários Ltda.;2698003000176;;;;;;13200000;95547691.9
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco Raposo 15 Empreendimentos Imobiliários Ltda.;33782351000150;;;;;;35215279;34354311.91
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco XV Empreendimentos Imobiliários Ltda.;40572606000116;;;;;;10100;4195.76
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;BRES Viracopos Empreendimentos Imobiliários Ltda.;9349537000136;;;;;;252401317;490553718.09
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco Anchieta Empreendimentos Imobiliários Ltda.;37997837000167;;;;;;40200099;34842138.68
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco XI Empreendimentos Imobiliários Ltda.;37996503000179;;;;;;13665;6272.53
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco Holding Ltda.;37995694000154;;;;;;8701740;25558952.5
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco Investimentos Ltda.;13944481000135;;;;;;6623850;1795655.06
32.000.013/0001-57;2024-12-31;1;Cotas de Sociedades;Bresco VII Empreendimentos Imobiliários Ltda.;33473635000165;;;;;;100;2510230.54
32.006.821/0001-21;2024-03-31;1;CRI/CRA;23E1462691;11257352000143;1;17;;;;1500;1500538.063245
32.006.821/0001-21;2024-03-31;1;CRI/CRA;18I0295355;13349677000181;2;16;;;;140;3427530.0267712
32.006.821/0001-21;2024-03-31;1;CRI/CRA;23J2255808;11257352000143;1;19;;;;2000;1995070.82634
32.006.821/0001-21;2024-03-31;1;CRI/CRA;17K0150400;10608405000160;1;64;;;;150;724695.606897
32.006.821/0001-21;2024-03-31;1;CRI/CRA;20I0851693;12130744000100;1;260;;;;3125;4498096.09365625
32.006.821/0001-21;2024-03-31;1;FII;VVRI11;49.184.940/0001-77;;;;;;10;970.5
32.006.821/0001-21;2024-03-31;1;CRI/CRA;22D0891481;13349677000181;2;27;;;;10400;11189968.839608
32.006.821/0001-21;2024-03-31;1;CRI/CRA;20G0703191;10608405000160;1;84;;;;1016;1106150.99258056
32.006.821/0001-21;2024-03-31;1;CRI/CRA;23E1462734;11257352000143;1;18;;;;1500;1512507.033885
32.006.821/0001-21;2024-03-31;1;CRI/CRA;19K0981679;8769451000108;4;54;;;;3500;3315829.453475
32.006.821/0001-21;2024-03-31;1;FII;EDGA11;15.333.306/0001-37;;;;;;3000;60030
32.006.821/0001-21;2024-03-31;1;CRI/CRA;19B0177968;8903116000142;1;31;;;;1500;745728.054765
32.006.821/0001-21;2024-03-31;1;CRI/CRA;22E1284967;12130744000100;1;76;;;;6900000;6610335.861
32.006.821/0001-21;2024-03-31;1;CRI/CRA;21I0776612;11257352000143;1;15;;;;8000;9527493.75032
32.006.821/0001-21;2024-03-31;1;CRI/CRA;TSSA18;28913030000108;8;1;;;;1990;2024216.232931
32.006.821/0001-21;2024-03-31;1;CRI/CRA;21F0968888;2105040000123;4;277;;;;5000;5219213.5123
32.006.821/0001-21;2024-03-31;1;CRI/CRA;23E1438583;11257352000143;1;16;;;;1500;1529311.96599
32.006.821/0001-21;2024-03-31;1;CRI/CRA;21L0848411;28913030000108;1;93;;;;12678;12239399.4602276
32.006.821/0001-21;2024-03-31;1;CRI/CRA;21K0146621;13349677000181;2;23;;;;12335;10157346.6928713
32.006.821/0001-21;2024-03-31;1;CRI/CRA;24C1582963;13349677000181;5;1;;;;2000;2003071.7446
32.006.821/0001-21;2024-03-31;1;FIDC;Diamante;53.969.337/0001-78;;;;;;7720;7875140.0154224
32.006.821/0001-21;2024-03-31;1;CRI/CRA;20J0720654;11257352000143;1;7;;;;3649;4635235.66874231
32.006.821/0001-21;2024-03-31;1;CRI/CRA;23B2365601;12130744000100;1;105;;;;9000;9382350.57867
32.006.821/0001-21;2024-03-31;1;CRI/CRA;21G0707741;13349677000181;2;22;;;;3194;2759518.31016852
32.006.821/0001-21;2024-03-31;1;FII;RVBI;35.507.457/0001-71;;;;;;18885;1469253
32.006.821/0001-21;2024-03-31;1;CRI/CRA;21K0870291;13349677000181;2;26;;;;11852;14316982.4295545
32.006.821/0001-21;2024-06-30;1;CRI/CRA;21K0870291;13349677000181;2;26;;;;11852;14361770.09
32.006.821/0001-21;2024-06-30;1;CRI/CRA;19B0177968;8903116000142;1;31;;;;1500;722363.52
32.006.821/0001-21;2024-06-30;1;FIDC;Diamante;53.969.337/0001-78;;;;;;7720;5184581.63
32.006.821/0001-21;2024-06-30;1;CRI/CRA;TSSA18;28913030000108;8;1;;;;3449;3569699.91
32.006.821/0001-21;2024-06-30;1;FII;EDGA11;15.333.306/0001-37;;;;;;3000;55770
32.006.821/0001-21;2024-06-30;1;CRI/CRA;23C2831601;12130744000100;156;1;;;;5518;4929197.52
32.006.821/0001-21;2024-06-30;1;CRI/CRA;17K0150400;10608405000160;1;64;;;;150;683385.5
32.006.821/0001-21;2024-06-30;1;CRI/CRA;19K0981679;8769451000108;4;54;;;;3500;3220124.36
32.006.821/0001-21;2024-06-30;1;CRI/CRA;20I0851693;12130744000100;1;260;;;;3125;4480789.41
32.006.821/0001-21;2024-06-30;1;CRI/CRA;23J2255808;11257352000143;1;19;;;;2000;2006313.52
32.006.821/0001-21;2024-06-30;1;CRI/CRA;22E1284967;12130744000100;1;76;;;;6900000;6535318.7
32.006.821/0001-21;2024-06-30;1;CRI/CRA;22D0891481;13349677000181;2;27;;;;10400;11625899.41
32.006.821/0001-21;2024-06-30;1;CRI/CRA;20G0703191;10608405000160;1;84;;;;1016;1004501.61
32.006.821/0001-21;2024-06-30;1;CRI/CRA;20J0720654;11257352000143;1;7;;;;3649;4970089.07
32.006.821/0001-21;2024-06-30;1;CRI/CRA;23E1462734;11257352000143;1;18;;;;1500;1508256.86
32.006.821/0001-21;2024-06-30;1;FII;RVBI;35.507.457/0001-71;;;;;;18885;1415997.3
32.006.821/0001-21;2024-06-30;1;CRI/CRA;24C1582963;13349677000181;5;1;;;;2000;2010268.47
32.006.821/0001-21;2024-06-30;1;CRI/CRA;21F0968888;2105040000123;4;277;;;;5000;5102660.61
32.006.821/0001-21;2024-06-30;1;CRI/CRA;23E1462691;11257352000143;1;17;;;;1500;1502788.73
32.006.821/0001-21;2024-06-30;1;CRI/CRA;21G0707741;13349677000181;2;22;;;;3194;2617933.87
32.006.821/0001-21;2024-06-30;1;CRI/CRA;18I0295355;13349677000181;2;16;;;;153;3729405.81
32.006.821/0001-21;2024-06-30;1;CRI/CRA;21L0848411;28913030000108;1;93;;;;12678;12308558.5
32.006.821/0001-21;2024-06-30;1;CRI/CRA;21K0146621;13349677000181;2;23;;;;10000;8129560.79
32.006.821/0001-21;2024-06-30;1;CRI/CRA;21I0776612;11257352000143;1;15;;;;8000;9609042.07
32.006.821/0001-21;2024-06-30;1;CRI/CRA;23E1438583;11257352000143;1;16;;;;1500;1536701.14
32.006.821/0001-21;2024-06-30;1;CRI/CRA;23B2365601;12130744000100;1;105;;;;13286;13276852.83
32.006.821/0001-21;2024-09-30;1;CRI/CRA;22D0891481;13349677000181;2;27;;;;10400;11640032.36
32.006.821/0001-21;2024-09-30;1;CRI/CRA;23C2831601;12130744000100;156;1;;;;5518;4845691.21
32.006.821/0001-21;2024-09-30;1;FII;EDGA11;15.333.306/0001-37;;;;;;3000;54900
32.006.821/0001-21;2024-09-30;1;CRI/CRA;23J2255808;11257352000143;1;19;;;;2000;1984089.3
32.006.821/0001-21;2024-09-30;1;CRI/CRA;22E1284967;12130744000100;1;76;;;;6900000;6445657.28
32.006.821/0001-21;2024-09-30;1;CRI/CRA;24C1582963;13349677000181;5;1;;;;2987;3003362.93
32.006.821/0001-21;2024-09-30;1;CRI/CRA;21K0870291;13349677000181;2;26;;;;11852;14294062.97
32.006.821/0001-21;2024-09-30;1;CRI/CRA;21I0776612;11257352000143;1;15;;;;8000;9604214.73
32.006.821/0001-21;2024-09-30;1;FII;RVBI11;35.507.457/0001-71;;;;;;18885;1353299.1
32.006.821/0001-21;2024-09-30;1;CRI/CRA;21F0968888;2105040000123;4;277;;;;5000;4992134.31
32.006.821/0001-21;2024-09-30;1;CRI/CRA;20I0851693;12130744000100;1;260;;;;3125;4427681.46
32.006.821/0001-21;2024-09-30;1;CRI/CRA;19B0177968;8903116000142;1;31;;;;1500;708637.91
32.006.821/0001-21;2024-09-30;1;CRI/CRA;23E1462691;11257352000143;1;17;;;;1500;1486008.9
32.006.821/0001-21;2024-09-30;1;CRI/CRA;TSSA18;28913030000108;8;1;;;;5000;5219538.24
32.006.821/0001-21;2024-09-30;1;FIDC;Diamante;53.969.337/0001-78;;;;;;7720;5647605.02
32.006.821/0001-21;2024-09-30;1;CRI/CRA;20J0720654;11257352000143;1;7;;;;3649;4867570.82
32.006.821/0001-21;2024-09-30;1;CRI/CRA;21K0146621;13349677000181;2;23;;;;11060;8553226.32
32.006.821/0001-21;2024-09-30;1;CRI/CRA;17K0150400;10608405000160;1;64;;;;150;642216.64
32.006.821/0001-21;2024-09-30;1;CRI/CRA;24C1733665;13349677000181;6;1;;;;14928;15195682.24
32.006.821/0001-21;2024-09-30;1;CRI/CRA;18I0295355;13349677000181;2;16;;;;153;3704634.01
32.006.821/0001-21;2024-09-30;1;CRI/CRA;23B2365601;12130744000100;1;105;;;;13286;12976988.95
32.006.821/0001-21;2024-09-30;1;CRI/CRA;20G0703191;10608405000160;1;84;;;;1016;987184.88
32.006.821/0001-21;2024-09-30;1;CRI/CRA;21L0848411;28913030000108;1;93;;;;12678;12536635.97
32.006.821/0001-21;2024-09-30;1;CRI/CRA;19K0981679;8769451000108;4;54;;;;3500;3151477.45
32.006.821/0001-21;2024-09-30;1;CRI/CRA;21G0707741;13349677000181;2;22;;;;3194;2556545.33
32.006.821/0001-21;2024-09-30;1;CRI/CRA;23E1438583;11257352000143;1;16;;;;1500;1518953.86
32.006.821/0001-21;2024-09-30;1;CRI/CRA;23E1462734;11257352000143;1;18;;;;1500;1491232.33
32.006.821/0001-21;2024-09-30;1;FII;LIFE11;39.753.295/0001-02;;;;;;144230;1494222.8
32.006.821/0001-21;2024-12-31;1;FII;RVBI11;35.507.457/0001-71;;;;;;18885;1353299.1
32.006.821/0001-21;2024-12-31;1;CRI/CRA;21K0146621;13349677000181;2;23;;;;13395;10280834.45
32.006.821/0001-21;2024-12-31;1;CRI/CRA;21F0968888;2105040000123;4;277;;;;5000;4741095
32.006.821/0001-21;2024-12-31;1;CRI/CRA;20I0851693;12130744000100;1;260;;;;3125;4078285.47
32.006.821/0001-21;2024-12-31;1;FII;EDGA11;15.333.306/0001-37;;;;;;3000;47700
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23E1438583;11257352000143;1;16;;;;1500;1457607.67
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23B2365601;12130744000100;1;105;;;;15649;14341089.79
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23E1462691;11257352000143;1;17;;;;1500;1426988.58
32.006.821/0001-21;2024-12-31;1;CRI/CRA;22E1284967;12130744000100;1;76;;;;6900000;6394653.3
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23E1462734;11257352000143;1;18;;;;1500;1431461.47
32.006.821/0001-21;2024-12-31;1;FIDC;Diamante;53.969.337/0001-78;;;;;;7720;5647605.02
32.006.821/0001-21;2024-12-31;1;CRI/CRA;21K0870291;13349677000181;2;26;;;;11852;13916001.85
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23J1263511;26609050000164;34;1;;;;10087;9929011.84
32.006.821/0001-21;2024-12-31;1;FII;LIFE11;39.753.295/0001-02;;;;;;144230;1244704.9
32.006.821/0001-21;2024-12-31;1;CRI/CRA;21I0776612;11257352000143;1;15;;;;8000;8457202.84
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23J2255808;11257352000143;1;19;;;;2000;1770724.65
32.006.821/0001-21;2024-12-31;1;CRI/CRA;17K0150400;10608405000160;1;64;;;;150;579660.57
32.006.821/0001-21;2024-12-31;1;CRI/CRA;24I2113183;26609050000164;55;1;;;;6684;6711591.18
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23J1263572;26609050000164;34;2;;;;1778;1756390.88
32.006.821/0001-21;2024-12-31;1;CRI/CRA;TSSA18;28913030000108;8;1;;;;5000;5313826.38
32.006.821/0001-21;2024-12-31;1;CRI/CRA;23C2831601;12130744000100;156;1;;;;5518;4714324.76
32.006.821/0001-21;2024-12-31;1;CRI/CRA;21G0707741;13349677000181;2;22;;;;3194;2430106.25
32.006.821/0001-21;2024-12-31;1;CRI/CRA;21L0848411;28913030000108;1;93;;;;12678;12587723.79
32.006.821/0001-21;2024-12-31;1;CRI/CRA;24C1582963;13349677000181;5;1;;;;5000;4995724.56
32.006.821/0001-21;2024-12-31;1;CRI/CRA;19B0177968;8903116000142;1;31;;;;1500;680222.02
32.006.821/0001-21;2024-12-31;1;FII;RECD11;53.260.548/0001-37;;;;;;300000;3000000
32.006.821/0001-21;2024-12-31;1;CRI/CRA;22D0891481;13349677000181;2;27;;;;10400;11213002.6
32.006.821/0001-21;2024-12-31;1;CRI/CRA;20J0720654;11257352000143;1;7;;;;3649;5262837.08
32.006.821/0001-21;2024-12-31;1;CRI/CRA;18I0295355;13349677000181;2;16;;;;153;3637447.05
32.006.821/0001-21;2024-12-31;1;CRI/CRA;24C1733665;13349677000181;6;1;;;;14928;14993387.91
32.065.364/0001-46;2024-03-31;1;CRI/CRA;TRUE SEC;12130744000100;211;1;;;;20500;20717078.15
32.065.364/0001-46;2024-03-31;1;CRI/CRA;CANAL SEC;41811375000119;64;1;;;;17625;16437780.16
32.065.364/0001-46;2024-03-31;1;CRI/CRA;TRAVESSIA SEC;26264237000173;29;2;;;;2500;2460388.26
32.065.364/0001-46;2024-03-31;1;CRI/CRA;CANAL SEC;41811375000119;61;1;;;;13700;13690353.94
32.065.364/0001-46;2024-03-31;1;CRI/CRA;HABITASEC;9304427000158;1;313;;;;6315;6551193.83
32.065.364/0001-46;2024-03-31;1;CRI/CRA;HABITASEC;9304427000158;1;312;;;;9600;9959059.51
32.065.364/0001-46;2024-03-31;1;CRI/CRA;HABITASEC;9304427000158;1;334;;;;3788;3800925.93
32.065.364/0001-46;2024-03-31;1;CRI/CRA;HABITASEC;9304427000158;1;276;;;;12000;673575.65
32.065.364/0001-46;2024-03-31;1;CRI/CRA;HABITASEC;9304427000158;1;347;;;;8388;8181897.3
32.065.364/0001-46;2024-03-31;1;CRI/CRA;CANAL SEC;41811375000119;56;3;;;;1000;996591.74
32.065.364/0001-46;2024-03-31;1;CRI/CRA;BARISEC;10608405000160;7;4;;;;1;1024.89
32.065.364/0001-46;2024-03-31;1;CRI/CRA;HABITASEC;9304427000158;1;224;;;;10750;6803732.74
32.065.364/0001-46;2024-03-31;1;Outras Cotas de FI;ITAU SOBERANO RENDA FIXA SIMPLES;6175696000173;;;;;;291144.487448;19308753.07
32.065.364/0001-46;2024-03-31;1;CRI/CRA;CANAL SEC;41811375000119;71;3;;;;24830;24505566.92
32.065.364/0001-46;2024-03-31;1;CRI/CRA;CANAL SEC;41811375000119;62;1;;;;8000;7550403.59
32.065.364/0001-46;2024-03-31;1;CRI/CRA;BARISEC;10608405000160;7;2;;;;12000;12167575.05
32.065.364/0001-46;2024-03-31;1;CRI/CRA;VIRGO SEC;8769451000108;4;60;;;;12000;6261802.07
