CNPJ_Fundo_Classe;Data_Referencia;Versao;Percentual_Vencimento_Valor_Total_Faixa_Ate_3Meses;Percentual_Vencimento_Receita_FII_Faixa_Ate_3Meses;Percentual_Vencimento_Valor_Total_Faixa_3a6Meses;Percentual_Vencimento_Receita_FII_Faixa_3a6Meses;Percentual_Vencimento_Valor_Total_Faixa_6a9Meses;Percentual_Vencimento_Receita_FII_Faixa_6a9Meses;Percentual_Vencimento_Valor_Total_Faixa_9a12Meses;Percentual_Vencimento_Receita_FII_Faixa_9a12Meses;Percentual_Vencimento_Valor_Total_Faixa_12a15Meses;Percentual_Vencimento_Receita_FII_Faixa_12a15Meses;Percentual_Vencimento_Valor_Total_Faixa_15a18Meses;Percentual_Vencimento_Receita_FII_Faixa_15a18Meses;Percentual_Vencimento_Valor_Total_Faixa_18a21Meses;Percentual_Vencimento_Receita_FII_Faixa_18a21Meses;Percentual_Vencimento_Valor_Total_Faixa_21a24Meses;Percentual_Vencimento_Receita_FII_Faixa_21a24Meses;Percentual_Vencimento_Valor_Total_Faixa_24a27Meses;Percentual_Vencimento_Receita_FII_Faixa_24a27Meses;Percentual_Vencimento_Valor_Total_Faixa_27a30Meses;Percentual_Vencimento_Receita_FII_Faixa_27a30Meses;Percentual_Vencimento_Valor_Total_Faixa_30a33Meses;Percentual_Vencimento_Receita_FII_Faixa_30a33Meses;Percentual_Vencimento_Valor_Total_Faixa_33a36Meses;Percentual_Vencimento_Receita_FII_Faixa_33a36Meses;Percentual_Vencimento_Valor_Total_Faixa_Acima_36Meses;Percentual_Vencimento_Receita_FII_Faixa_Acima_36Meses;Percentual_Vencimento_Valor_Total_Faixa_Indeterminado;Percentual_Vencimento_Receita_FII_Faixa_Indeterminado;Percentual_Indexador_Valor_Total_IGPM;Percentual_Indexador_Receita_FII_IGPM;Percentual_Indexador_Valor_Total_INPC;Percentual_Indexador_Receita_FII_INPC;Percentual_Indexador_Valor_Total_IPCA;Percentual_Indexador_Receita_FII_IPCA;Percentual_Indexador_Valor_Total_INCC;Percentual_Indexador_Receita_FII_INCC;Caracteristicas_Contratuais;Politica_Contratacao_Seguro_Imovel_Renda_Acabado;Politica_Contratacao_Seguro_Imovel_Renda_Construcao;Politica_Contratacao_Seguro_Imovel_Venda_Acabado;Politica_Contratacao_Seguro_Imovel_Venda_Construcao;Ativo_Liquidez_Valor_Disponibilidades;Ativo_Liquidez_Valor_Titulos_Publicos;Ativo_Liquidez_Valor_Titulos_Privados;Ativo_Liquidez_Valor_Fundos_Renda_Fixa
01.235.622/0001-61;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N/A;Cabe ao Locatário o pagamento do seguro contra incêndio bem como por danos, ocorrências e sinistros no Imóvel, contra qualquer risco de destruição parcial ou total que possibilite sua reconstrução, cujo beneficiário será o Locador. O Locador contratará diretamente este seguro e cobrará do Locatário o valor através de boleto bancário. Caso a qualquer momento sejam exigidas obras de melhoria e manutenção no imóvel para a continuidade ou renovação do seguro de incêndio, o Locatário se compromete a fazer estas às suas expensas se responsabilizando ainda por qualquer autorização ou licença dos órgãos competentes necessárias à realização de tais obras. O descumprimento de qualquer das obrigações aqui dispostas, será caracterizado como infração contratual.;;Conforme contrato.;Conforme contrato.;93933.41;;;141465414.09
01.356.517/0001-80;2025-03-31;1;0.010325;0.00857;0.034299;0.02847;0.019179;0.015919;0.005126;0.004255;0.004284;0.003556;0.011507;0.009551;0.002305;0.001913;0.016217;0.013461;0;0;0.003947;0.003276;0.661763;0.549293;0.003329;0.002763;0.099136;0.082287;0.128583;0.10673;1;0.830044;0;0;0;0;0;0;;;;;;457210.33;;;141804772.44
01.356.517/0001-80;2025-06-30;1;0.014539;0.011819;0.014383;0.011692;0.039926;0.032457;0.020837;0.016939;0.004137;0.003363;0.004307;0.003501;0.000657;0.000534;0.002317;0.001884;0.017622;0.014325;0;0;0.003968;0.003226;0.654139;0.531761;0.100207;0.08146;0.122961;0.099957;1;0.812918;0;0;0;0;0;0;;;;;;341452.47;;;156279295.87
01.497.954/0001-14;2025-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;2851.14;;;21939.04
01.497.954/0001-14;2025-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;Cláusula de reajuste - IGPM, garantia por fiador, seguro fiança ou depósito caução, clausula de rescisão determinando o valor da multa, clausula de exigencia para contratação de seguro patrimonial.;Seguro contratado pelos locatários.;;;;1;;;32594.49
01.601.918/0001-59;2025-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Em caso de vacância, o seguro é contratado pelo próprio Fundo, com vigência anual.;;;;5950.56;;;6221304.39
01.601.918/0001-59;2025-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Contratos com período de 5 anos, demais clausulas são confidenciais.;Em caso de vacância, o seguro é contratado pelo próprio Fundo, com vigência anual.;;;;5595.88;;;6108196.64
01.633.741/0001-72;2025-03-31;1;0;0;0.309111;0.301516;0;0;0;0;0;0;0;0;0.331072;0.322938;0;0;0.028849;0.02814;0;0;0;0;0.09213;0.089866;0.238838;0.232972;0;0;1;0.975432;;;;;;;Do total de ABL locados, 63% dos contratos são reajustados pelo IGP-M e 37% são reajustados pelo IPCA. Cabe informa que os contratos que possuem reajustes pelo IPCA estao em período de carência não possui receita para efeito de comparativo do item 1.1.2.1.3 acima, razão pela qual a informação de IPCA está em branco. Todos os contratos possuem multa rescisória equivalente a 3 alugueis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: Fiadores PF, Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;15647.35;1031336.76;;
01.633.741/0001-72;2025-06-30;1;0.279459;0.266787;0.067623;0.064557;0;0;0;0;0;0;0.310281;0.296211;0;0;0.027913;0.026647;0;0;0;0;0.012089;0.01154;0;0;0.231432;0.220938;0.071203;0.067975;1;0.954655;;;;;;;Do total de ABL locados, 63% dos contratos são reajustados pelo IGP-M e 37% são reajustados pelo IPCA. Cabe informar que os contratos que possuem reajustes pelo IPCA estao em período de carência não possui receita para efeito de comparativo do item 1.1.2.1.3 acima, razão pela qual, a informação de IPCA está em branco. Todos os contratos possuem multa rescisória equivalente a 3 alugueis cobrados proporcionalmente ao tempo decorrido de contrato. Garantia: Fiadores PF, Fiadores PJ, carta de fiança bancária.;O seguro é contrato pelo condomínio para cobertura  contra risco de incêndio, raios  e explosão de qualquer natureza de outras coberturas essenciais. A seguro cobre toda a estrutura do imóvel cujo valor do prêmio é repassado para os locatários.;;;;17330.22;1114900.26;;
01.636.325/0001-28;2025-03-31;1;0;0;0;0;0;0;0.01123595505618;0.0108201917454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01123595505618;0.0108201917454;0.53932584269663;0.51936920377914;0.43820224719101;0.42198747807055;0;0;0;0;0.0146;0.01283062950429;0;0;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra: a) Cláusulas de Benfeitorias b) Cláusulas de revisão de aluguel - seguindo a legislação vigente c) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locação d) Garantia exigida - as garantias aceitas são garantia bancária(fiança ou seguro fiança) ou deposito caução Vale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações. Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações. As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;5681;6892441.53;0;0
01.636.325/0001-28;2025-06-30;1;0.03125;0.024959;0.03125;0.024959;0.020833;0.01664;0.03125;0.024959;0.020833;0.01664;0.03125;0.024959;0.0625;0.049919;0.03125;0.024959;0.052083;0.041599;0.03125;0.024959;0.020833;0.01664;0.010417;0.00832;0.197918;0.158076;0.427083;0.341111;0;0;0;0;0.0144;0.0115;0;0;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra: a) Cláusulas de Benfeitorias b) Cláusulas de revisão de aluguel - seguindo a legislação vigente c) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locação d) Garantia exigida - as garantias aceitas são garantia bancária(fiança ou seguro fiança) ou deposito caução Vale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações. Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações. As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;757;9766593.53;0;0
01.657.856/0001-05;2025-03-31;1;0.075887;0.075362;0.030873;0.030661;0.015027;0.014923;0;0;0;0;0.008511;0.008451;0.038625;0.038358;0.02438;0.024212;0;0;0.044757;0.044447;0;0;0.041279;0.040994;0.351955;0.349525;0.368707;0.366162;1;0.993094;;;;;;;Os contratos com os locatários das lojas de propriedades do FUNDO tem como indice de reajuste o IGP-M. Os contratos dispõem de cláusula de garantia por fiança e/ou depósito em caução, garantia de valor mínimo.;A Administradora contrata cobertura de seguros, através de Seguradoras renomadas e devidamente registradas na SUSEP,  atualizando os valores anualmente. A apólice cobre a incendio, queda de raio, explosão e implosão, queda de aeronaves, cobrindo também a interrupção de negócios em consequencia de  incêndio, queda de raio, explosão e implosão e queda de aeronaves.Cláusula contratual de contratação de seguro do conteúdo da loja ou espaço de uso comercial, abrangendo instalações, móveis, estoques de mercadorias e equipamentos.;;;;77215.44;;;230676.65
01.657.856/0001-05;2025-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Os contratos com os locatários das lojas de propriedades do FUNDO tem como indice de reajuste o IGP-M. Os contratos dispõem de cláusula de garantia por fiança e/ou depósito em caução, garantia de valor mínimo.;A Administradora contrata cobertura de seguros, através de Seguradoras renomadas e devidamente registradas na SUSEP,  atualizando os valores anualmente. A apólice cobre a incendio, queda de raio, explosão e implosão, queda de aeronaves, cobrindo também a interrupção de negócios em consequencia de  incêndio, queda de raio, explosão e implosão e queda de aeronaves.Cláusula contratual de contratação de seguro do conteúdo da loja ou espaço de uso comercial, abrangendo instalações, móveis, estoques de mercadorias e equipamentos.;Não há política de contratação de seguros aplicável neste período.;Não há política de contratação de seguros aplicável neste período.;Não há política de contratação de seguros aplicável neste período.;67164.41;;;234864.13
01.964.775/0001-40;2025-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15945.4;0;1337602.77;
01.964.775/0001-40;2025-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30288.89;0;1382335.64;
02.508.235/0001-14;2025-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.990129;;;;;;;1;0.990129;;;O contrato é típico, corrigido anualmente pelo IPCA acumulado (últimos 12 (doze) meses anteriores ao reajuste);O seguro é contratado pelo locatário.;;;;5725.01;;;2243911.76
02.508.235/0001-14;2025-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;1;0.985701;;;;;;;1;0.985701;;;O contrato é típico, corrigido anualmente pelo IPCA acumulado (últimos 12 (doze) meses anteriores ao reajuste);O seguro é contratado pelo locatário.;;;;5654.59;;;2220493.54
03.251.720/0001-18;2025-03-31;1;0.03401357210976;0.02509545845409;0;0;0.04200238762777;0.03098966407539;0;0;0.03756238905583;0.02771380115401;0;0;0.13034815005004;0.09617180381975;0.15409319596915;0.11369106970076;0;0;0.02323389294506;0.01714213353564;0;0;0.04436641326779;0.03273385921732;0.5343799989746;0.39426941162461;0;0;0.92795996374428;0.68465554402989;0;0;0.05135154927734;0.03788754286919;0;0;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra: a) Cláusulas de Benfeitorias b) Cláusulas de revisão de aluguel - seguindo a legislação vigente c) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locação d) Garantia exigida - as garantias aceitas são garantia bancária(fiança ou seguro fiança) ou deposito caução Vale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações. Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações. As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;0;11327299.89;0;2035836.51
03.251.720/0001-18;2025-06-30;1;0;0;0.03446719734246;0.0291339874533;0;0;0.03320762631181;0.02806931351886;0;0;0.10696381002945;0.09041298798947;0.17743347897948;0.14997867970002;0;0;0.02248236348315;0.01900360186326;0;0;0.03710924316157;0.03136722182336;0.0109619476392;0.00926577353566;0.57737433305288;0.48803551991428;0;0;0.87598986729044;0.74044540231333;0;0;0.10680048794417;0.0902749372064;0;0;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra: a) Cláusulas de Benfeitorias b) Cláusulas de revisão de aluguel - seguindo a legislação vigente c) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locação d) Garantia exigida - as garantias aceitas são garantia bancária(fiança ou seguro fiança) ou deposito caução Vale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações. Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações. As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;101572;11708748;0;1531704.96
03.507.519/0001-59;2025-03-31;1;0.0473;0.046416;0.0511;0.050132;0.0552;0.054087;0.0413;0.040476;0.0196;0.019227;0.0406;0.039844;0.0188;0.018463;0.0663;0.065045;0.0333;0.032693;0.0641;0.062833;0.0187;0.018327;0.0359;0.035218;0.2859;0.280164;0.2219;0.216686;0.993301;0.973062;;;4.3E-05;4.3E-05;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores. Além de contratos temporários e locações temporárias de quiosques e semelhantes.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5446.73;;;8628928.25
03.507.519/0001-59;2025-06-30;1;0.0422;0.041253;0.0581;0.056789;0.0328;0.03206;0.0195;0.019054;0.0403;0.039407;0.0191;0.018679;0.0573;0.055988;0.0315;0.030843;0.047;0.045936;0.0169;0.016516;0.0399;0.038996;0.0488;0.047756;0.3245;0.31703;0.2221;0.216627;0.99352623709185;0.970609197173148;;;4.27717962380414E-05;4.17852063270885E-05;;;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores. Além de contratos temporários e locações temporárias de quiosques e semelhantes.;Contratação do seguro realizado pelo empreendimento através do condomínio.;;;;5415.41;;;8244498.44
03.683.056/0001-86;2025-03-31;1;0;0;0;0;0;0;0;0;0.01669;0.016122;0;0;0.154364;0.149112;0.122542;0.118373;0;0;0.110371;0.106616;0.016219;0.015668;0.122937;0.118755;0.455281;0.439792;0.001596;0.001541;0.385266;0.372159;0.052979;0.051177;0.561755;0.542643;;;Os contratos são majoritaramente reajustados anualmente pelo IGP-M, IPCA e INPC, pelo prazo de 5 anos.;O Fundo tem a politica contratar os seguros dos imóveis e cobrar o reembolso do locatários posteriormente;;;;3553.53;;;1455426.22
03.683.056/0001-86;2025-06-30;1;0;0;0;0;0;0;0.015268;0.015165;0;0;0.111634;0.110883;0.159801;0.158727;0;0;0.106546;0.105829;0.014874;0.014774;0.080789;0.080246;0.088554;0.087959;0.422534;0.419695;0;0;0.37298;0.370472;0.051209;0.050864;0.575811;0.571942;;;Os contratos são majoritaramente reajustados anualmente pelo IGP-M, IPCA e INPC, pelo prazo de 5 anos.;O Fundo tem a politica contratar os seguros dos imóveis e cobrar o reembolso do locatários posteriormente;;;;6444.37;;;5432239.54
03.855.441/0001-63;2025-03-31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7245.59;;;137919047.8
03.855.441/0001-63;2025-06-30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6677.1;;;140274690.14
04.066.582/0001-60;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.98417951645716;0;0;1;0.98417951645716;0;0;0;0;0;0;Os contratos de locação possuem algumas características comuns as quais esta administradora considera relevantes para as locações dos fundos que administra: a) Cláusulas de Benfeitorias b) Cláusulas de revisão de aluguel - seguindo a legislação vigente c) Tipo de indexador - normalmente indicamos IGPM-FGV como indexador para reajuste de locação d) Garantia exigida - as garantias aceitas são garantia bancária(fiança ou seguro fiança) ou deposito caução Vale ressaltar que cada contrato é negociado, cláusula a cláusula com o locatário, logo podem haver contratos firmados que não seguem os itens descritos acima a rigor, mas a maioria dos contratos são firmados com considerando os pontos descritos acima.;Para a contratação de seguros, seguimos a política de, após identificar a necessidade de contratação, por meio de controles de prazos de vencimento, providenciar a especificação técnica dos seguros a serem contratados e, na sequência, a solicitação de no mínimo 3 (três) cotações. Com base nos detalhes técnicos, buscamos no mercado empresas que atendam a demanda para a realização das cotações. As propostas devem conter, no mínimo: (a) preço (b) descrição do serviço ou especificação do produto (c) condições de pagamento e (d) prazo de entrega. É aconselhável solicitar ao proponente que a minuta do contrato a ser celebrado seja encaminhada juntamente com a proposta.;;;;198.5;0;0;781793.33
