CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
00.332.266/0001-31;2025-03-31;1;Via Parque Shopping;Serviço;0.203625;0.199506
00.332.266/0001-31;2025-03-31;1;Via Parque Shopping;Comércio;0.796375;0.780266
00.332.266/0001-31;2025-06-30;1;Via Parque Shopping;Serviço;0.270213;0.265132
00.332.266/0001-31;2025-06-30;1;Via Parque Shopping;Comércio;0.729787;0.716064
00.332.266/0001-31;2025-09-30;1;Via Parque Shopping - 100%;-;1;0.981218
00.332.266/0001-31;2025-12-31;1;Via Parque Shopping - 100%;SetorN;0;0
00.332.266/0001-31;2025-12-31;1;Via Parque Shopping - 100%;Setor3;0;0
00.332.266/0001-31;2025-12-31;1;Via Parque Shopping - 100%;Setor2;0;0
00.332.266/0001-31;2025-12-31;1;Via Parque Shopping - 100%;Setor1;0;0
00.762.723/0001-28;2025-03-31;1;CTI;Comércio;0;0
00.762.723/0001-28;2025-03-31;1;CTI;Serviço;0;0
00.762.723/0001-28;2025-06-30;1;CTI;Comércio;0;0
00.762.723/0001-28;2025-06-30;1;CTI;Serviço;0;0
00.762.723/0001-28;2025-09-30;1;ITM;Comércio;0;0
00.762.723/0001-28;2025-09-30;1;ITM;Serviço;0;0
00.762.723/0001-28;2025-12-31;1;ITM;Comércio;0;0
00.762.723/0001-28;2025-12-31;1;ITM;Serviço;0;0
00.868.235/0001-08;2025-03-31;1;Medcenter;Comércio;0.115857;0.113372
00.868.235/0001-08;2025-03-31;1;Medcenter;Serviço;0.884143;0.865173
00.868.235/0001-08;2025-03-31;1;Hotel;Serviço;1;0
00.868.235/0001-08;2025-06-30;1;Medcenter;Comércio;0.113946;0.110774
00.868.235/0001-08;2025-06-30;1;Medcenter;Serviço;0.886054;0.861391
00.868.235/0001-08;2025-06-30;1;Hotel;Serviço;1;0
00.868.235/0001-08;2025-09-30;1;Hotel;Serviço;1;0
00.868.235/0001-08;2025-09-30;1;Medcenter;Serviço;0.910383;0.89217
00.868.235/0001-08;2025-09-30;1;Medcenter;Comércio;0.089617;0.087824
00.868.235/0001-08;2025-12-31;1;Medcenter;Comércio;0.085571;0.08438
00.868.235/0001-08;2025-12-31;1;Medcenter;Serviço;0.914429;0.79683
00.868.235/0001-08;2025-12-31;1;Hotel;Serviço;1;0.104875
01.201.140/0001-90;2025-03-31;1;Grand Plaza Shopping;Comércio;0.765286;0.750516
01.201.140/0001-90;2025-03-31;1;Grand Plaza Shopping;Serviço;0.234714;0.230184
01.201.140/0001-90;2025-06-30;1;Grand Plaza Shopping;Comércio;0.707695;0.685606
01.201.140/0001-90;2025-06-30;1;Grand Plaza Shopping;Serviço;0.292305;0.283181
01.201.140/0001-90;2025-09-30;1;Grand Plaza Shopping;Comércio;0.693475;0.683475
01.201.140/0001-90;2025-09-30;1;Grand Plaza Shopping;Serviço;0.306525;0.300835
01.201.140/0001-90;2025-12-31;1;Grand Plaza Shopping;Comércio;0.657441;0.653432
01.201.140/0001-90;2025-12-31;1;Grand Plaza Shopping;Serviço;0.342559;0.34047
01.235.622/0001-61;2025-03-31;1;Citta America;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Citta America;COMERCIO;0;0
01.235.622/0001-61;2025-03-31;1;CESBOM;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Citta America;ACADEMIA;0;0
01.235.622/0001-61;2025-03-31;1;Carioca;FINANCEIRO;0;0
01.235.622/0001-61;2025-03-31;1;Carioca;COMERCIO;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;TI;0;0
01.235.622/0001-61;2025-03-31;1;Citta Office;MIDIA;0;0
01.235.622/0001-61;2025-03-31;1;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Dom Gerado 46;LOGÍSTICA;0;0
01.235.622/0001-61;2025-03-31;1;Dom Gerado 42;MIDIA;0;0
01.235.622/0001-61;2025-03-31;1;Golden Corporate;ENGENHARIA;0;0
01.235.622/0001-61;2025-03-31;1;Golden Corporate;MÍDIA;0;0
01.235.622/0001-61;2025-03-31;1;Golden Corporate;SEGUROS;0;0
01.235.622/0001-61;2025-03-31;1;Ícono Parque;COMÉRCIO;0;0
01.235.622/0001-61;2025-03-31;1;Ícono Parque;HOSPITALAR;0;0
01.235.622/0001-61;2025-03-31;1;Ícono Parque;IMOBILIÁRIO;0;0
01.235.622/0001-61;2025-03-31;1;Ícono Parque;ESTÉTICA;0;0
01.235.622/0001-61;2025-03-31;1;Largo de Santa Rita;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Marechal Camara;TI;0;0
01.235.622/0001-61;2025-03-31;1;Presidente Antonio Carlos;FINANCEIRO;0;0
01.235.622/0001-61;2025-03-31;1;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Rio Branco 45;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2025-03-31;1;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2025-03-31;1;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Uruguaiana, 76;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Uruguaiana, 78;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;São Pedro da Aldeia;ÁGUA E ESGOTO;0;0
01.235.622/0001-61;2025-03-31;1;Innovitá;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Colégio Eleva;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Instituto Dominus;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Hotel Aretê;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Edificio Center Shopping;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Itumbiara;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Touch;ARQUITETURA;0;0
01.235.622/0001-61;2025-03-31;1;Touch;FISIOTERAPIA;0;0
01.235.622/0001-61;2025-03-31;1;Touch;ADVOCACIA;0;0
01.235.622/0001-61;2025-03-31;1;Touch;IMOBILIÁRIO;0;0
01.235.622/0001-61;2025-03-31;1;Touch;HOSPITALAR;0;0
01.235.622/0001-61;2025-03-31;1;Touch;MÍDIA;0;0
01.235.622/0001-61;2025-03-31;1;Rainha Guilhermina;ADVOCACIA;0;0
01.235.622/0001-61;2025-03-31;1;Rainha Guilhermina;FINANCEIRO;0;0
01.235.622/0001-61;2025-03-31;1;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;TELECOMUNICAÇÃO;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;LOGISTICA;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;FINANCEIRO;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;ENGENHARIA;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;CONTABILIDADE;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;CONSULTORIA;0;0
01.235.622/0001-61;2025-03-31;1;Cardeal Leme;COMÉRCIO;0;0
01.235.622/0001-61;2025-03-31;1;Barão de Mesquita;ENSINO;0;0
01.235.622/0001-61;2025-03-31;1;Av Mem de Sá;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Itumbiara;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Touch;ARQUITETURA;0;0
01.235.622/0001-61;2025-06-30;1;Touch;FISIOTERAPIA;0;0
01.235.622/0001-61;2025-06-30;1;Touch;ADVOCACIA;0;0
01.235.622/0001-61;2025-06-30;1;Touch;IMOBILIÁRIO;0;0
01.235.622/0001-61;2025-06-30;1;Touch;HOSPITALAR;0;0
01.235.622/0001-61;2025-06-30;1;Touch;MÍDIA;0;0
01.235.622/0001-61;2025-06-30;1;Rainha Guilhermina;ADVOCACIA;0;0
01.235.622/0001-61;2025-06-30;1;Rainha Guilhermina;FINANCEIRO;0;0
01.235.622/0001-61;2025-06-30;1;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;São Pedro da Aldeia;ÁGUA E ESGOTO;0;0
01.235.622/0001-61;2025-06-30;1;Uruguaiana, 78;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Uruguaiana, 76;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2025-06-30;1;Innovitá;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Colégio Eleva;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Instituto Dominus;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Hotel Aretê;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Edificio Center Shopping;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2025-06-30;1;Rio Branco 45;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Av Mem de Sá;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Presidente Antonio Carlos;ADVOCACIA;0;0
01.235.622/0001-61;2025-06-30;1;Presidente Antonio Carlos;FINANCEIRO;0;0
01.235.622/0001-61;2025-06-30;1;Marechal Camara;TI;0;0
01.235.622/0001-61;2025-06-30;1;Largo de Santa Rita;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Ícono Parque;ESTÉTICA;0;0
01.235.622/0001-61;2025-06-30;1;Ícono Parque;IMOBILIÁRIO;0;0
01.235.622/0001-61;2025-06-30;1;Ícono Parque;HOSPITALAR;0;0
01.235.622/0001-61;2025-06-30;1;Ícono Parque;COMÉRCIO;0;0
01.235.622/0001-61;2025-06-30;1;Golden Corporate;SEGUROS;0;0
01.235.622/0001-61;2025-06-30;1;Golden Corporate;MÍDIA;0;0
01.235.622/0001-61;2025-06-30;1;Golden Corporate;ENGENHARIA;0;0
01.235.622/0001-61;2025-06-30;1;Dom Gerado 42;MIDIA;0;0
01.235.622/0001-61;2025-06-30;1;Dom Gerado 46;LOGÍSTICA;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;LOGISTICA;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;FINANCEIRO;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;ENGENHARIA;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;CONTABILIDADE;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;CONSULTORIA;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;COMÉRCIO;0;0
01.235.622/0001-61;2025-06-30;1;Barão de Mesquita;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2025-06-30;1;Citta Office;MIDIA;0;0
01.235.622/0001-61;2025-06-30;1;Citta America;ACADEMIA;0;0
01.235.622/0001-61;2025-06-30;1;Citta America;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Citta America;COMERCIO;0;0
01.235.622/0001-61;2025-06-30;1;CESBOM;ENSINO;0;0
01.235.622/0001-61;2025-06-30;1;Carioca;FINANCEIRO;0;0
01.235.622/0001-61;2025-06-30;1;Carioca;COMERCIO;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;TI;0;0
01.235.622/0001-61;2025-06-30;1;Cardeal Leme;TELECOMUNICAÇÃO;0;0
01.235.622/0001-61;2025-12-31;1;RAINHA GUILHERMINA - LEBLON;Family Office;0;0
01.235.622/0001-61;2025-12-31;1;RAINHA GUILHERMINA - LEBLON;Advocacia;0;0
01.235.622/0001-61;2025-12-31;1;ELEVA BRASÍLIA;Educacional;0;0
01.235.622/0001-61;2025-12-31;1;ITUMBIARA;Educacional;0;0
01.235.622/0001-61;2025-12-31;1;ITABIRA;Educacional;0;0
01.235.622/0001-61;2025-12-31;1;RAINHA GUILHERMINA - LEBLON;Holding;0;0
01.235.622/0001-61;2025-12-31;1;SÃO PEDRO DA ALDEIA - ROD. AMARAL PEIXOTO;Comércio;0;0
01.235.622/0001-61;2025-12-31;1;ARETÊ - TORIBA (HOTEL);Hotelaria;0;0
01.235.622/0001-61;2025-12-31;1;ÍCONO PARQUE - FLAMENGO;Alimentação;0;0
01.235.622/0001-61;2025-12-31;1;TOUCH OFFICES;Advocacia;0;0
01.235.622/0001-61;2025-12-31;1;TOUCH OFFICES;Imobiliária;0;0
01.235.622/0001-61;2025-12-31;1;TOUCH OFFICES;Comércio;0;0
01.235.622/0001-61;2025-12-31;1;TOUCH OFFICES;Saúde;0;0
01.235.622/0001-61;2025-12-31;1;RUA DO MATOSO - INNOVITÁ;Alimentação;0;0
01.235.622/0001-61;2025-12-31;1;TEÓFILO OTONI, 82;Tecnologia;0;0
01.235.622/0001-61;2025-12-31;1;URUGUAIANA, 78;Comercial;0;0
01.235.622/0001-61;2025-12-31;1;URUGUAIANA, 76;Comercial;0;0
01.235.622/0001-61;2025-12-31;1;SETE DE SETEMBRO 155;Comercial;0;0
01.235.622/0001-61;2025-12-31;1;TRAVESSA DO OUVIDOR, 9;Cultural;0;0
01.235.622/0001-61;2025-12-31;1;1º DE MARÇO 19/LJ, PAV 1/PAV 2;Cultural;0;0
01.235.622/0001-61;2025-12-31;1;CESBOM;Educacional;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 53;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 33;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CITTA AMERICA;Educacional;0;0
01.235.622/0001-61;2025-12-31;1;AV. MARECHAL CAMARA, 160;Tecnologia;0;0
01.235.622/0001-61;2025-12-31;1;PRESIDENTE ANTÔNIO CARLOS, 51;Banco;0;0
01.235.622/0001-61;2025-12-31;1;RUA BUENOS AIRES, 48;Engenharia;0;0
01.235.622/0001-61;2025-12-31;1;CONDE DE BONFIM, 149;Setor1;0;0
01.235.622/0001-61;2025-12-31;1;CONDE DE BONFIM, 149;Setor2;0;0
01.235.622/0001-61;2025-12-31;1;CONDE DE BONFIM, 149;Setor3;0;0
01.235.622/0001-61;2025-12-31;1;CONDE DE BONFIM, 149;SetorN;0;0
01.235.622/0001-61;2025-12-31;1;RIO BRANCO 45;Laje Corporativa;0;0
01.235.622/0001-61;2025-12-31;1;COLÉGIO SÃO JOSÉ;Educacional;0;0
01.235.622/0001-61;2025-12-31;1;CITTA OFFICE;Mídia;0;0
01.235.622/0001-61;2025-12-31;1;DOM GERARDO ,46;Logistica;0;0
01.235.622/0001-61;2025-12-31;1;DOM GERARDO 40/42;Mídia;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 11;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 13;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 15;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 17;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 19;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 21;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 23;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 25;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 27;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 29;Loja;0;0
01.235.622/0001-61;2025-12-31;1;CARIOCA 31;Loja;0;0
01.497.954/0001-14;2025-03-31;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2025-03-31;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2025-03-31;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2025-03-31;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2025-03-31;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2025-03-31;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2025-03-31;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2025-06-30;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2025-06-30;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2025-06-30;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2025-06-30;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2025-06-30;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2025-06-30;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2025-06-30;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2025-09-30;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2025-09-30;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2025-09-30;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2025-09-30;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2025-09-30;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2025-09-30;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2025-09-30;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2025-12-31;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2025-12-31;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2025-12-31;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2025-12-31;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2025-12-31;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2025-12-31;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2025-12-31;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.601.918/0001-59;2025-03-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2025-03-31;1;Dantas Barreto;Serviço;0;0
01.601.918/0001-59;2025-06-30;1;Dantas Barreto;Serviço;0;0
01.601.918/0001-59;2025-06-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2025-09-30;1;Dantas Barreto;Serviço;0;0
01.601.918/0001-59;2025-09-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2025-12-31;1;Dantas Barreto;Serviço;0;0
01.601.918/0001-59;2025-12-31;1;Joaquim Floriano;Serviço;0;0
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;Turismo;0.309111;0.301516
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;Transporte;0.2421;0.236152
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2025-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2025-06-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2025-06-30;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2025-06-30;1;Edificio Memorial Office Building;Transporte;0.228473;0.218113
01.633.741/0001-72;2025-06-30;1;Edificio Memorial Office Building;Turismo;0.279459;0.266787
01.633.741/0001-72;2025-09-30;1;Edifício Memorial Office;Seguros;0.164479;0.162351
01.633.741/0001-72;2025-09-30;1;Edifício Memorial Office;Financeira;0.175074;0.172808
01.633.741/0001-72;2025-09-30;1;Edifício Memorial Office;Serviços;0.234715;0.231678
01.633.741/0001-72;2025-12-31;1;Edifício Memorial Office;Serviços;0.237387;0.015852
01.633.741/0001-72;2025-12-31;1;Edifício Memorial Office;Financeira;0.125361;0.008371
01.633.741/0001-72;2025-12-31;1;Edifício Memorial Office;Seguros;0.166352;0.011109
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Joalherias e óticas;0.22205606005678;0.19984796695668
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Estética;0.11379948875044;0.10241826528702
01.636.325/0001-28;2025-03-31;1;Hotel Hilton Porto Alegre;Hotelaria;1;0.06300826564016
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Artigos Diversos;0.17228292382398;0.15505270182121
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Vestuário;0.39456522540909;0.35510428361942
01.636.325/0001-28;2025-06-30;1;Moinhos Shopping;Outros;0.1523;0.1188
01.636.325/0001-28;2025-06-30;1;Moinhos Shopping;Varejo;0.5451;0.4304
01.636.325/0001-28;2025-06-30;1;Moinhos Shopping;Alimentação;0.1006;0.07856
01.636.325/0001-28;2025-06-30;1;Hotel Hilton Porto Alegre;Outros;1;0.0557
01.636.325/0001-28;2025-09-30;1;Moinhos Shopping;Varejo;0.86305;0.8501
01.636.325/0001-28;2025-09-30;1;Hotel Hilton Porto Alegre;Hotelaria;1;0.1455
01.636.325/0001-28;2025-12-31;2;Moinhos Shopping;Varejo;0.90305;0.8501
01.636.325/0001-28;2025-12-31;2;Hotel Hilton Porto Alegre;Hotelaria;1;0.1455
01.657.856/0001-05;2025-03-31;1;Shopping Center Piedade;Variedades;0.324945;0.322701
01.657.856/0001-05;2025-03-31;1;Shopping Center Piedade;Mall;0.217817;0.216313
01.657.856/0001-05;2025-03-31;1;Shopping Center Piedade;Roupas e acessórios;0.174421;0.173216
01.657.856/0001-05;2025-03-31;1;Edifício Lafayette;Serviços Financeiros;0;0
01.657.856/0001-05;2025-06-30;2;Shopping Center Piedade;Roupas e acessórios;0.147965;0.146687
01.657.856/0001-05;2025-06-30;2;Shopping Center Piedade;Mall;0.205634;0.203857
01.657.856/0001-05;2025-06-30;2;Shopping Center Piedade;Variedades (âncora);0.344975;0.341994
01.657.856/0001-05;2025-09-30;1;Shopping Center Piedade;Roupas e acessórios;0.145876;0.144708
01.657.856/0001-05;2025-09-30;1;Shopping Center Piedade;Mall;0.253443;0.251414
01.657.856/0001-05;2025-09-30;1;Shopping Center Piedade;Variedades (âncora);0.278543;0.276313
01.657.856/0001-05;2025-12-31;1;Shopping Center Piedade;Roupas e acessórios;0.138229;0.136756
01.657.856/0001-05;2025-12-31;1;Shopping Center Piedade;Mall;0.210827;0.208581
01.657.856/0001-05;2025-12-31;1;Shopping Center Piedade;Variedades (âncora);0.352672;0.348915
02.508.235/0001-14;2025-03-31;1;Contagem;Logística;1;0.990129
02.508.235/0001-14;2025-06-30;1;Contagem;Logística;1;0.985701
02.508.235/0001-14;2025-09-30;1;Contagem;Logística;1;0.985691
02.508.235/0001-14;2025-12-31;1;Contagem;Logística;1;0.977227
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre New York;Serviços Diversos;0.34478979374203;0.12857682483441
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre New York;Serviços Médico - Hospitalares;0.18557176356317;0.06920224603785
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre New York;Equipamentos Elétricos;0.08647587908187;0.03224803680074
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Mídia;0.12488810402325;0.04895589134464
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Diversos;0.41095411184666;0.16109320422907
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Telecomunicações;0.24682115032354;0.09675340586921
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Médico - Hospitalares;0.28425956088651;0.11142918923522
03.251.720/0001-18;2025-06-30;1;Centro Empresarial Agua Branca - Torre New York;Outros;0.11395490412778;0.04282895382636
03.251.720/0001-18;2025-06-30;1;Centro Empresarial Agua Branca - Torre New York;Serviços Diversos;0.38704438407516;0.1454672458477
03.251.720/0001-18;2025-06-30;1;Centro Empresarial Agua Branca - Torre New York;Serviços Médico - Hospitalares;0.21640260619695;0.08133302642526
03.251.720/0001-18;2025-06-30;1;Centro Empresarial Agua Branca - Torre Los Angeles;Telecomunicações;0.25904120151842;0.12160063203943
03.251.720/0001-18;2025-06-30;1;Centro Empresarial Agua Branca - Torre Los Angeles;Comércio;0.11379327173791;0.05341750147874
03.251.720/0001-18;2025-06-30;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Médico - Hospitalares;0.19260334957854;0.09041298798947
03.251.720/0001-18;2025-06-30;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Diversos;0.28812391070638;0.13525280705231
03.251.720/0001-18;2025-09-30;2;Centro Empresarial Agua Branca - Torre New York;Outros;0.12849417062595;0.03969111106969
03.251.720/0001-18;2025-09-30;2;Centro Empresarial Agua Branca - Torre New York;Serviços Diversos;0.36475419004308;0.11267047368458
03.251.720/0001-18;2025-09-30;2;Centro Empresarial Agua Branca - Torre New York;Serviços Médico - Hospitalares;0.15919239533735;0.04917361631274
03.251.720/0001-18;2025-09-30;2;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Diversos;0.32380972254329;0.11652818666776
03.251.720/0001-18;2025-09-30;2;Centro Empresarial Agua Branca - Torre Los Angeles;Telecomunicações;0.23512144069641;0.08461226832805
03.251.720/0001-18;2025-09-30;2;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Médico - Hospitalares;0.17481843340137;0.06291125195488
03.251.720/0001-18;2025-12-31;1;Centro Empresarial Agua Branca - Torre New York;Outros;0.2021420286454;0.02077237466099
03.251.720/0001-18;2025-12-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Médico - Hospitalares;0.17361600077437;0.02746550019024
03.251.720/0001-18;2025-12-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Telecomunicações;0.2335042331394;0.03693962843924
03.251.720/0001-18;2025-12-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Serviços Diversos;0.32730533528384;0.05177866503322
03.251.720/0001-18;2025-12-31;1;Centro Empresarial Agua Branca - Torre New York;Serviços Diversos;0.43751487862675;0.04495959123145
03.507.519/0001-59;2025-03-31;1;Shopping Center;Comércio;0.9484;0.929152
03.507.519/0001-59;2025-03-31;1;Shopping Center;Serviço;0.0515;0.05046
03.507.519/0001-59;2025-06-30;1;Shopping Center;Serviço;0.052432;0.051223
03.507.519/0001-59;2025-06-30;1;Shopping Center;Comércio;0.947568;0.925711
03.507.519/0001-59;2025-09-30;1;Shopping Center;Serviço;0.050205;0.049162
03.507.519/0001-59;2025-09-30;1;Shopping Center;Comércio;0.949795;0.930079
03.507.519/0001-59;2025-12-31;1;Shopping Center;Comércio;0.98093;0.964763
03.507.519/0001-59;2025-12-31;1;Shopping Center;Serviço;0.01907;0.018757
03.683.056/0001-86;2025-03-31;1;JK FINANCIAL CENTER;Comércio;0.419777;0.149112
03.683.056/0001-86;2025-03-31;1;JK FINANCIAL CENTER;Serviço;0.580223;0.206105
03.683.056/0001-86;2025-03-31;1;JATOBÁ;Serviço;1;0.031995
03.683.056/0001-86;2025-03-31;1;INTERNACIONAL RIO;Serviço;1;0.021369
03.683.056/0001-86;2025-03-31;1;CANDELÁRIA CORPORATE;Serviço;1;0.011777
03.683.056/0001-86;2025-03-31;1;PQ CULTURAL PAULISTA;Comércio;0.194907;0.021678
03.683.056/0001-86;2025-03-31;1;PQ CULTURAL PAULISTA;Serviço;0.805093;0.089546
