CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
36.445.551/0001-06;2025-06-30;1;ELIANE 72;Rua José do Patrocínio, 645,  Aclimação - SP;2025-05-23;99;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;FLÓRIDA 206;Rua Florida, 1350, Cidade Monções - SP;2025-05-23;88;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;FRANCA 102;Al. Franca - 270, Jardim Paulista - SP;2025-05-23;161;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;GABRIEL 11;Al. Gabriel Monteiro da Silva, Jardim América - SP;2025-05-23;153;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;ITAPOÃ 83;Rua Alvorada, 795, Vila Olímpia - SP;2025-05-23;104;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;MANCHESTER 121;Rua Bartolomeu Feio, 66, Brooklin - SP;2025-05-23;89;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;MANCHESTER 131;Rua Bartolomeu Feio, 66, Brooklin - SP;2025-05-23;89;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;MARIBRAS 44;Rua Treze de Maio, 1412,  Bela Vista - SP;2025-05-23;161;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;MERCURIO 71;Rua da Consolação, 2143 - Consolação - SP;2025-05-23;200;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;OLGA 201;Al Campos, 1126, Jardim Paulista - SP;2025-05-23;158;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;PAULA 22;Rua Lisboa, 104, Pinheiros - SP;2025-05-23;104;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;PINHEIROS 2;Rua Joaquim Antunes, 922, Pinheiros - SP;2025-05-23;129;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;RINCÃO 51;Rua Una, 56, Bela Vista - SP;2025-05-23;122;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;RIO D OURO 401;Rua Arruda Alvim, 36, Pinheiros - SP;2025-05-23;111;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;ROSALIA 12;Rua Navarro de Andrade, 320, Pinheiros - SP;2025-05-23;137;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;ROSE MARTE 12;Rua Treze de Maio, 1483, Paraíso - SP;2025-05-23;141;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;SANTA ROSA 62;Av. Brigadeiro Luís Antonio, 1622, Paraíso - SP;2025-05-23;104;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;SANTOS DUMONT 121;Rua Dr. Plinio Barreto, 249, Bela Vista - SP;2025-05-23;108.3;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;TUITU 604;Av. Paulista, 347, Paraíso - SP;2025-05-23;114;1;Direito de propriedade;;
36.445.551/0001-06;2025-06-30;1;TURANDOT 610;Rua Paula Ney, 475, Vila Mariana - SP;2025-05-23;101;1;Direito de propriedade;;
36.517.660/0001-91;2025-03-31;1;Cyrela for you;Rua Apeninos, 973, Paraíso, São Paulo - SP;2025-03-31;553.5;17;n-a;0.169983;0.046446
36.517.660/0001-91;2025-06-30;1;Cyrela for you;Rua Apeninos, 973, Paraíso, São Paulo - SP;2025-06-30;602;18;n-a;0.226209;0.050528
36.517.660/0001-91;2025-09-30;1;Cyrela for you;Rua Apeninos, 973, Paraíso, São Paulo - SP;2025-09-30;350;10;n-a;0.131771;0.029446
37.112.770/0001-36;2025-03-31;1;REC Log Camaçari;Via de Ligação, 109, Polo Industrial, Camaçari/BA;2025-01-29;47441.41;1;Direito de propriedade;1.2231;0.1103
37.112.770/0001-36;2025-06-30;1;REC Log Cotia;Estrada dos Estudantes, 600, Cotia/SP;2025-05-14;Área (m2): 18.077,77;1;;0.359668564231155;0.414376538899288
37.112.770/0001-36;2025-06-30;1;REC Log Extrema;Rua Josepha Gomes de Souza, 306, Extrema/MG;2025-05-14;Área (m2): 11.363,84;1;;0.307216898614111;0.353946626976475
37.112.770/0001-36;2025-06-30;1;Rec Log Queimados;Av. Bahia, nº 1.000,Lote 12 da Quadra 06, no município de Queimados - Rio de Janeiro;2025-05-14;Área (m2): 12.335,00;1;;0.179834285412539;0.207188273248096
37.112.770/0001-36;2025-06-30;1;Rec Log Contagem;Avenida Wilson Tavares Ribeiro, nº 800;2025-05-14;Área (m2): 8.080,00;1;;0.153280251742195;0.176595194896492
38.456.508/0001-71;2025-03-31;1;EDIFICIO BELLA;Avenida Jk, S/n, Quadra 38, Lote S/l, Jardim America, Itumbiara/GO, Brasil, 75523-425;2025-01-29;4785.6;2;Direito de propriedade.;0.00857937531077;0.86815102858061
40.054.838/0001-82;2025-06-30;1;Condominio Edificio Terezina;Rua Casa Do Ator, 996, Sem Complemento, Vila Olímpia, São Paulo/SP, Brasil, 04546-003;2025-04-21;135.28;2;Direito de Propriedade;0.05198906962166;0.05198906962166
40.189.596/0001-34;2025-06-30;1;AG FREDERICO WESTPHALEN;R COMERCIO, 660, FREDERICO WESTPHALEN - RS;2025-05-27;859.35;1;Agência Bancária Monolocatário;0.011198;0.011314
40.575.940/0001-23;2025-03-31;1;SOUZA CRUZ;Rua Professor Sarmento Barata, nº 297, Porto Alegre-RS, CEP 90240-640.;2025-03-19;3515.77;1;N/A;0.03145;0.047126
41.199.975/0001-78;2025-06-30;1;Casa - Rua Natingui nº 246;Rua Natingui, 246, Sem Complemento, Vila Madalena, São Paulo/SP, Brasil, 05443-000;2025-04-09;282;1;Não possui caracteristicas que destoem dos demais;0.10871108292214;11.0805697644166
41.199.975/0001-78;2025-06-30;1;Condominio Fell Nice - Apto 35 - Torre B;Rua Da Chibata, 61, Sem Complemento, Vila Andrade, São Paulo/SP, Brasil, 05734-100;2025-06-29;73.24;1;Não possui caracteristicas que destoem dos demais;0.01986703291175;2.11642723453807
41.218.404/0001-33;2025-03-31;1;Con.A.Mello, 116;Rua Cônego Amaral Mello, 116, apto 13;2025-02-04;540.28;1;Matrícula 173616;0.1063;0.1016
41.218.404/0001-33;2025-06-30;1;R. Capitao Pinto Ferreira;Rua Capitão Pinto Ferreira, 80, apto 91 - 9º andar;2025-04-07;136.8;1;Matrícula Imobiliária nº 20.689 (apartamento) e nº 20.690 (vaga);0.0563;0.0542
41.256.643/0001-88;2025-09-30;1;Itá Conceição;Rua Itatiaia, 356 - Vila Guarani São Paulo;2025-08-06;27.13;1;n/a;0.0566;0.0007
41.256.643/0001-88;2025-09-30;1;Itá Conceição;Rua Itatiaia, 356 - Vila Guarani São Paulo;2025-09-17;83.06;2;n/a;0.174;0.002
41.325.993/0001-59;2025-03-31;1;IVC Greenwich Park;Rua Martinho Lutero, 99, na Cidade de Londrina/PR;2025-02-24;249.76;2;matrícula 80.137 do 2º Ofício de Registro de Imóveis - unidades 1001, 1704;0.0102;0.0076
41.325.993/0001-59;2025-03-31;1;IVC Jh Palhano;Rua João Huss,520, Cidade de Londrina, no Estado do Paraná;2025-02-24;199.2;4;matrícula 60.110 do 1º Ofício de Registro de Imóveis - unidades 1503, 1507, 2001, 2009;0.0066;0.005
41.325.993/0001-59;2025-06-30;1;IVC Jh Palhano;Rua João Huss,520, Cidade de Londrina, no Estado do Paraná;2025-04-15;199.2;4;matrícula 60.110 do 1º Ofício de Registro de Imóveis - unidades 1607, 1608, 1701, 1903;0.0068;0.005
41.325.993/0001-59;2025-06-30;1;IVC Jh Palhano;Rua João Huss,520, Cidade de Londrina, no Estado do Paraná;2025-05-27;201.82;4;matrícula 60.110 do 1º Ofício de Registro de Imóveis - unidades 503, 1403, 1803, 1902;0.0071;0.0051
41.325.993/0001-59;2025-09-30;1;IVC Jh Palhano;Rua João Huss,520, Cidade de Londrina, no Estado do Paraná;2025-09-29;71.13;1;matrícula 60.110 do 1º Ofício de Registro de Imóveis - unidade 308;0.0024;0.005157
41.325.993/0001-59;2025-09-30;1;IVC Greenwich Park;Rua Martinho Lutero, 99, na Cidade de Londrina/PR;2025-09-29;124.43;1;matrícula 80.137 do 2º Ofício de Registro de Imóveis - unidade 2604;0.005;0.010876
