CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
30.578.275/0001-78;2025-12-31;1;;;;;;;;;0;0;0;0;0;0;0;0;-9748700;-9333000;0;0;0;0;-9748700;-9333000;0;0;1903467.86;0;0;0;0;0;1903467.86;0;-7845232.14;-9333000;0;0;0;0;0;0;16626.03;0;16626.03;0;;;-183851.16;-545551.36;0;0;0;0;0;0;0;0;0;0;-29006.8;-11200;0;0;-1892;-196;0;0;0;0;0;0;-11000;-11000;0;0;0;0;-6035.8;-35.8;-231785.76;-567983.16;-8060391.87;-9900983.16;-9900983.16;0;;;0;0;0;0
30.578.351/0001-45;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-74021.4;;;;;;;;;;;;;-6450;;;-3643.03;;;;;;;;;;;;;;-79.13;-482.21;-77743.56;-6932.21;-77743.56;-6932.21;-6932.21;0;;;0;0;0;0
30.578.351/0001-45;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-79899.03;;;;;;;;;;;;-1109.16;;;;-3098.8;;;;;;;;;;;;-65.09;-65.09;-44.69;-63.4;-84216.77;-128.49;-84216.77;-128.49;-7060.7;0;;;0;0;0;0
30.578.351/0001-45;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-79899.03;0;0;0;0;0;0;0;0;0;0;0;-2711.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23521.76;-163.6;-59088.67;-163.6;-59088.67;-163.6;-163.6;0;;;0;0;0;0
30.578.351/0001-45;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;100.39;0;100.39;0;;;-79899.03;0;0;0;0;0;0;0;0;0;0;0;-2629.44;0;0;0;-3351.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-85880.01;0;-85779.62;0;-163.6;0;;;0;0;0;0
30.578.417/0001-05;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;16405244.6;16405244.6;159071.51;;1289534.42;1289534.42;7862923.67;7862923.66;25716774.2;25557702.68;25716774.2;25557702.68;418094.88;454943.12;;;;;;;418094.88;454943.12;;;-1759434.08;-1772974.06;;;;;;;;;-46059.34;-46059.34;;;;;-30175.45;-25944.31;;;;;;;;;;;;;-211081.98;-181597.86;-2046750.85;-2026575.57;24088118.23;23986070.23;23986070.23;22786766.7185;;1857099.7;25843169.9385;-17716386.94;8126782.9985;1.077424
30.578.417/0001-05;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;18158077.53;18158077.53;6674415.42;;16224.58;16224.58;12471266.82;12471266.82;37319984.35;30645568.93;37319984.35;30645568.93;541942.83;557574.08;;;;;;;541942.83;557574.08;;;-2014154.11;-1955287.74;;;-35946.52;-35946.52;;;;;;;-39431.45;-49900;;;-63261.11;-101462.53;;;;;;;;;;;;;-38202.24;-36458.01;-2190995.43;-2179054.8;35670931.75;29024088.21;53018403.59;50367483.4105;;862167.7;53880571.2905;-44534770.84;9345800.4505;1.016262
30.578.417/0001-05;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;16869599.22;16869599.22;-11441431.07;0;1418427.83;1418427.83;6627117.45;6627117.45;13473713.43;24915144.5;13473713.43;24915144.5;640526.93;1113303.49;;;;;;;640526.93;1113303.49;;;-1043871.71;-2102596.51;0;0;-18935.13;-36908.39;0;0;0;0;0;0;-10488.56;0;0;0;-36115.4;-50707.5;0;0;0;-8815.43;0;0;0;0;0;0;0;0;-12856.54;-403.3;-1122267.34;-2199431.13;12991973.02;23829016.86;23829016.86;22637566.017;;957671.29;24786688.147;-17066244.3;7720443.847;1.040189
30.578.417/0001-05;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;13629963.05;13629963.05;8526862.13;0;2116961.94;2116961.94;5811298.25;5811298.25;30085085.37;21558223.24;30085085.37;21558223.24;823361.42;815051.05;0;0;0;0;0;0;823361.42;815051.05;;;-1906971.59;-1938809.97;0;0;-152517.79;-152517.79;0;0;0;0;0;0;-20341.44;0;0;0;-62560.44;-50257.62;0;0;0;0;0;0;0;0;0;0;0;0;-9827.47;-111507.1;-2152218.73;-2253092.48;28756228.06;20120181.81;44576945.4;42348098.13;;3371074.3;47948019.7;-40227575.85;7720443.85;1.075624
30.629.603/0001-18;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;29580898.18;29179938.18;-96585.32;-96585.32;0;0;0;0;0;0;-286621.1;-286621.1;29197691.76;28796731.76;10808967.24;10808967.24;7216987.36;0;0;0;0;0;18025954.6;10808967.24;47223646.36;39605699;1600866.93;1600866.93;0;0;0;0;-42063.69;-42063.69;1558803.24;1558803.24;0;0;-4009256.18;-4009256.18;0;0;-425357.93;-425357.93;0;0;0;0;0;0;-17750.01;0;0;0;-40124.53;-25894.24;0;0;-176173.53;-176173.53;-27372.29;-27372.29;-28149.99;0;0;0;-22.31;-22.31;-108880.16;-108880.16;-4833086.93;-4772956.64;43949362.67;36391545.6;36391545.6;34571968.32;;0;36391545.6;-7886034.78;28505510.82;1
30.629.603/0001-18;2025-06-30;2;0;0;0;0;0;0;0;0;0;0;28921572.38;29254851.14;-116637.64;-116637.64;0;0;0;0;-98908908.69;0;-424664.07;-424664.07;-70528638.02;28713549.43;11787519.05;11787519.05;-15636110.01;0;0;0;0;0;-3848590.96;11787519.05;-74377228.98;40501068.48;1277724.38;1277724.38;0;0;0;0;-527901.3;-527901.3;749823.08;749823.08;0;0;-4212506;-4212506;0;0;-505670.74;-505670.74;0;0;0;0;0;0;-59025.97;0;0;0;-203803.89;-218034.18;-42258.72;-42258.72;-101894.78;-101894.78;-14910.88;-14910.88;-48150.03;-66300;0;0;-22.52;-22.52;-96084.27;-96084.27;-5284327.8;-5257682.09;-78911733.7;35993209.47;72384755.07;68765517.3165;;0;72384755.07;-44152805.16;28231949.91;1
30.629.603/0001-18;2025-09-30;1;0;0;0;0;0;0;;;0;0;28980044.37;28980044.37;-320353.15;-320353.15;0;0;0;0;0;0;-135831.8;-135831.8;28523859.42;28523859.42;12704127.33;12704127.33;158649.51;0;0;0;0;0;12862776.84;12704127.33;41386636.26;41227986.75;472746.54;472746.54;0;0;0;0;-113314.95;-113314.95;359431.59;359431.59;0;0;-4331421.01;-4331421.01;0;0;-368847.51;-368847.51;0;0;0;0;0;0;-28068.99;0;0;0;-14230.29;-14230.29;-142166.75;-142166.75;-72824.33;-72824.33;0;0;-33150;-66300;0;0;-44263.9;-44263.9;-85761.77;-85761.77;-5120734.55;-5125815.56;36625333.3;36461602.78;36461602.78;34638522.641;;0;36461602.78;-8034822.21;28426780.57;1
30.629.603/0001-18;2025-12-31;1;0;0;0;0;0;0;;;0;0;28865642.22;28865642.22;-188256;-188256;0;0;0;0;23956674.18;0;449414.75;449414.75;53083475.15;29126800.97;13090849.15;13090849.15;19511276.21;0;0;0;0;0;32602125.36;13090849.15;85685600.51;42217650.12;520231.18;520231.18;0;0;0;0;-136868.22;-136868.22;383362.96;383362.96;0;0;-4493938.88;-4493938.88;0;0;-575367.82;-575367.82;0;0;0;0;-207.98;-207.98;-28069.35;-112276.36;0;0;-14230.34;-14230.34;-235686.22;-235686.22;-164076.32;-164076.32;0;0;-33150;-56550;0;0;-15449.76;-15449.76;-84913.38;-84913.38;-5645090.05;-5752697.06;80423873.42;36848316.02;73309918.8;69644422.86;;0;73309918.8;-44301593.46;29008325.34;1
30.642.032/0001-51;2025-03-31;1;;;;;;;;;0;0;2071983.44;2071983.44;-269502.36;-185502.36;;;0;-5082786.81;;;;;1802481.08;-3196305.73;;;;;;;276.43;0;276.43;0;1802757.51;-3196305.73;;;;;;;;;0;0;;;-30322.71;-28916.98;;;-112400;-112400;;;;;-15992.04;-11631.64;;;;;-5726.91;-828;;;;;;;;;;;;;-126600;-141825.01;-291041.66;-295601.63;1511715.85;-3491907.36;-3491907.36;0;;;0;0;0;0
30.642.032/0001-51;2025-06-30;1;0;94357.44;0;-2425233.54;;;;;0;-2330876.1;1951749.9;1795349.93;-8941.74;-135541.74;;;;;;;0;;1942808.16;1659808.19;;;;;;;-8280488.79;;-8280488.79;0;-6337680.63;-671067.91;;;;;;;754.13;;754.13;0;;;-369185.44;-165030.78;;;41400;0;;;;;;;;;;;-22147.49;-45452.32;;;0;;;;;;;;;;-312;-312;-350244.93;-210795.1;-6687171.43;-881863.01;-881863.01;0;;;0;0;0;0
30.647.758/0001-87;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;4782561.98;4782561.98;-2545148.52;;2969152.11;2969152.11;487664.01;487664.01;5694229.58;8239378.1;5694229.58;8239378.1;306774.09;290036.51;;;;;-0.05;;306774.04;290036.51;;;-365418.26;-377321.39;;;-117179.06;-117179.06;;;;;-12711.44;-12212.91;-5325.3;-13200;;;-72672.86;-65353.47;;;;;;;;;;;;;-3309.15;-1129669.24;-576616.07;-1714936.07;5424387.55;6814478.54;6814478.54;6473754.613;;;5203096.803;-3468731.2;1734365.603;0.763536
30.647.758/0001-87;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;6054070.44;6054070.44;-2596287.01;;4495084.86;4495084.86;374378.32;374378.32;8327246.61;10923533.62;8327246.61;10923533.62;269731.42;250618.46;;;;;-0.05;;269731.37;250618.46;;;-368207.72;-360931.68;;;-90103.23;-90048.28;;;;;-15516.13;-14902.37;-5325.3;;;;-64096.98;-71416.37;;;;;;;;;;;;;-5698.34;-4632429.41;-548947.7;-5169728.11;8048030.28;6004423.97;10604774.97;10074536.2215;;;10406193.6015;-8671828;1734365.6015;0.981274
30.647.758/0001-87;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;5177430.44;5177430.44;-2820069.85;0;1026384.86;1026384.86;533432.32;533432.32;3917177.77;6737247.62;3917177.77;6737247.62;125204.74;104018.36;;;;;;;125204.74;104018.36;;;-396765.99;-385540.9;0;0;-69894.83;-69894.16;0;0;0;0;-11630.96;-12693.65;-5761.8;0;0;0;-31356.03;-31356.03;0;0;0;0;0;0;0;0;0;0;0;0;-15209.18;-939748.5;-530618.79;-1439233.24;3511763.72;5402032.74;5402032.74;5131931.103;;0;5203096.803;-3468731.2;1734365.603;0.963174
30.647.758/0001-87;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;5742173.86;5742173.86;-826580.23;0;-663388.19;-663388.19;527242.36;527242.36;4779447.8;5606028.03;4779447.8;5606028.03;288893.25;268352.98;;;;;;;288893.25;268352.98;;;-382974.55;-383489.17;0;0;-188361.94;-188417.56;0;0;0;0;-12497.83;-12165.19;-8087.6;-12250;0;0;-67023.26;-67023.26;0;0;0;0;0;0;0;0;0;0;0;0;-5960.14;650094.16;-664905.32;-13251.02;4403435.73;5861129.99;10818361;10277442.95;;;10406193.6;-8671828;1734365.6;0.961901
30.654.849/0001-40;2025-03-31;1;;;;;;;;;0;0;8577654.73;8177792.65;-83288.28;-83288.28;-53859.82;-15945946.12;;;;;-1103001.1;-7435167.1;7337505.53;-15286608.85;;;;;-117649356.6;-73038185.33;2634788.53;;-115014568.07;-73038185.33;-107677062.54;-88324794.18;179251.83;184599.35;-687873.600000001;;;;;;-508621.77;184599.35;;;-512158.29;-384403.31;;;-24622.45;;;;;;;;-38781;-57200;;;-27619.95;-19861.31;-1031847.38;;-599701.98;-310;;;-26900;-8900;;;-154120.8;-154120.8;-10348897.23;-63803.65;-12764649.08;-688599.07;-120950333.39;-88828793.9;-88828793.9;0;;;0;0;0;0
30.654.849/0001-40;2025-06-30;1;;;;;;;;;0;0;5328779.56;4275718.87;-3500;-3500;;;;;;;-1426512.94;-1399205.95;3898766.62;2873012.92;;;2821274.9;;;;940158.7;940158.7;3761433.6;940158.7;7660200.22;3813171.62;49733.94;46290.96;;;;;;;49733.94;46290.96;;;-706987.91;-692056.94;;;-6738.32;-6738.32;;;;;;;-9888.48;;;;-544194.05;-463933.33;-189557.72;-5158221.32;-82140.52;-82140.52;;;-13140;-13140;;;-21007.59;-10033.18;-56428.69;-534.6;-1630083.28;-6426798.21;6079850.88;-2567335.63;-88450773.63;0;;;0;0;0;0
30.654.849/0001-40;2025-09-30;1;;;;;;;;;0;0;6892417.82;4761686.04;-1462148.61;-1165255.45;158503863.17;32096.23;0;0;0;0;-2378051.32;-5747.4;161556081.06;3622779.42;0;0;-2133401.3;0;-324511138.41;-9850617.82;42849480.96;750475.44;-283795058.75;-9100142.38;-122238977.69;-5477362.96;393711.75;133298.79;2739.94;0;0;0;0;0;396451.69;133298.79;;;-753664.14;-716145.1;0;0;-88475.54;-89038.24;0;0;0;0;0;0;-24171.84;0;0;0;-296663.24;-736;-2520467.15;-296506.85;0;-442410.44;0;0;0;0;0;0;-384679.97;-679.61;118745073.6;-6546616.65;114676951.72;-8092132.89;-7165574.28;-13436197.06;-13436197.06;0;;;0;0;0;0
30.654.849/0001-40;2025-12-31;1;;;;;;;;;0;0;5098912.4;6587062.73;-252602.54;-252602.54;0;16048.11;-700000;0;23099999.87;0;-1144706.79;-1136473.67;26101602.94;5214034.63;0;0;-7048478.36;0;0;0;2649242.1;218982.24;-4399236.26;218982.24;21702366.68;5433016.87;126578.73;69803.57;0;0;0;0;0;0;126578.73;69803.57;;;-706771.89;-641926.59;0;0;-18479.63;-18479.63;0;0;0;0;0;-48.93;-23439.68;0;0;0;-7740.1;-1472;-54571.35;-562689.76;0;-58008.25;0;0;-600;-18600;0;0;0;0;-6997877.84;-3880041.07;-7809480.49;-5181266.23;14019464.92;321554.21;-10867844.95;0;;;0;0;0;0
30.816.679/0001-52;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;671737.42;665375.12;-129790.78;;324512.35;324512.35;-2953363.24;;-2086904.25;989887.47;-2086904.25;989887.47;210311.22;210311.22;;;;;;;210311.22;210311.22;;;-592619.09;-648703.35;;;-33558.75;-33558.75;;;-1440;-1440;-21491.11;-14620.35;-11237.36;-719;;;-11050.77;-6568.41;;;-1042.46;-1042.46;;;;;;;-48.47;;-4686.72;-4686.72;-677174.73;-711339.04;-2553767.76;488859.65;488859.65;464416.6675;;;-0.0025;0;-0.0025;0
30.816.679/0001-52;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;12123.21;13.5;-256398.28;;9844702.77;6447041.92;-429518.91;;9170908.79;6447055.42;9170908.79;6447055.42;594959;594959;;;;;;;594959;594959;;;-575828.87;-641447.95;;;;;;;;;21039.13;14149.86;-11237.37;;;;-12993.68;-27669.78;;;-1653.2;-1653.2;;;;;;;-48.47;;-4750.95;-4750.95;-585473.41;-661372.02;9180394.38;6380642.4;6869502.05;6526026.9475;;;6800000.0075;0;6800000.0075;0.989883
30.816.679/0001-52;2025-09-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;450052.1;450052.1;487222.77;-750476;;;-246006.48;;691268.39;-300423.9;691268.39;-300423.9;39253.96;39253.96;;;;;;;39253.96;39253.96;;;-419665.75;-406260.91;;;;;;;;;-235.61;-232.42;;;;;-8191.37;-4146.48;;;-1653.21;-1653.21;;;;;;;-54.5;;-551644.43;-551644.43;-981444.87;-963937.45;-250922.52;-1225107.39;-1225107.38516709;0;;;0;0;0;0
30.816.679/0001-52;2025-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;660631.5;660631.5;-3577773.3;;6253333.07;5913064.74;-697199.43;;2638991.84;6573696.24;2638991.84;6573696.24;634729;634729;;;;;;;634729;634729;;;-423846.44;-414556.08;;;;;;;;;-240.74;-241.03;-6219.42;-34131.77;;;-9582.74;-4750.69;;;-1653.21;-1653.21;;;;;;;54.5;-209.51;-6335.46;-6335.46;-447823.51;-461877.75;2825897.33;6746547.49;6271916;5958320.2;;;6199999.2;0;6199999.2;0.988534
30.846.692/0001-54;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;2850679.98;2811503.73;0;;0;0;0;0;0;0;187928.08;0;3038608.06;2811503.73;0;0;0;0;0;0;0;0;0;0;3038608.06;2811503.73;0;69120.01;68111.32;0;0;0;0;0;68111.32;69120.01;;0;-88601.85;-23437.2;0;0;0;0;0;0;0;0;0;-15654.54;0;;0;0;-32158.24;;0;0;0;0;0;0;0;0;0;0;0;0;-86.51;-49405.83;-120846.6;-88497.57;2985872.78;2792126.17;2792126.17;2652519.8615;;0;2792126.1715;-2792126.17;0.0015;1
30.846.692/0001-54;2025-09-30;1;0;;0;;0;;0;;0;0;2859112.41;2819936.16;-925.05;-799.1;0;0;0;0;0;0;155458.69;1224.05;3013646.05;2820361.11;0;;0;;0;;0;;0;0;3013646.05;2820361.11;0;31987.68;41358.74;;0;;0;;41358.74;31987.68;;;-101021.9;-27684.25;0;0;0;0;0;0;0;0;0;-19697.65;-7440.6;-4167;0;0;-30420.56;-11384.24;0;0;0;0;0;0;0;-49223.33;0;0;-997.82;-997.82;-111.4;-200845.07;-139992.28;-313999.36;2915012.51;2538349.43;2538349.43;2411431.9585;;0;2538349.4285;0;2538349.4285;1
30.846.692/0001-54;2025-12-31;1;0;;0;;0;;0;;0;0;2862770.08;1929901.9;-2354.19;-2931.31;0;0;0;0;0;0;96983.52;138530;2957399.41;2065500.59;0;;0;;0;;0;;0;0;2957399.41;2065500.59;0;23959.48;20825.5;;0;;0;;20825.5;23959.48;;;-101021.91;-42775.96;0;0;0;0;0;0;0;0;0;-15323.27;-3174.59;0;0;0;-20482.92;-11384.24;0;0;-2417.7;-4835.4;0;0;0;-100918.33;0;0;0;0;-124.8;-54836.24;-127221.92;-230073.44;2851002.99;1859386.63;4397736.06;4177849.257;;0;4397736.057;-1000000.01;3397736.047;1
30.871.660/0001-09;2025-03-31;1;;;;;;;;;0;0;9925870.77;9925870.77;-73452.2;-73452.2;;;;;;;;;9852418.57;9852418.57;;;;;;;;;0;0;9852418.57;9852418.57;40476.76;40476.76;;;;;;;40476.76;40476.76;;;-1599895.33;-1596013.51;;;-6841947.42;-6841947.42;;;;;;;-27958.13;-115500;;;-18866.06;-9107.28;;;;;;;;;;;;;-12388.06;-12388.06;-8501055;-8574956.27;1391840.33;1317939.06;1317939.06;1252042.107;;;-0.003;0;-0.003;0
30.871.660/0001-09;2025-06-30;1;;;;;;;;;0;0;14320847.8;14320847.8;-5571689.41;-5571689.41;;;;;;;;;8749158.39;8749158.39;;;;;;;;;0;0;8749158.39;8749158.39;100094.95;100094.95;;;;;;;100094.95;100094.95;;;-1598951.06;-1597526.3;0;0;-1546494.36;-1546494.36;;;;;;;-27958.13;;;;-33090.82;-42849.6;;;;;;;;;;;;;-14345.73;-14345.73;-3220840.1;-3201215.99;5628413.24;5648037.35;6965976.41;6617677.5895;;;-0.0005;0;-0.0005;0
30.871.660/0001-09;2025-09-30;1;;;;;;;;;0;0;14045905.82;14045905.82;-6621340;-6621340;;;;;;;;;7424565.82;7424565.82;;;;;;;;;0;0;7424565.82;7424565.82;176632.54;176632.54;;;;;;;176632.54;176632.54;;;-1602426.23;-1606058.13;;;-1573787.86;-1573787.86;;;;;;;-30249.78;;;;-51486.89;-51486.89;;;;;;;;;;;;;-14195.44;-14195.44;-3272146.2;-3245528.32;4329052.16;4355670.04;4355670.04;4137886.538;;;-0.002;0;-0.002;0
30.871.660/0001-09;2025-12-31;1;;;;;;;;;0;0;16023229.99;16023229.99;-12687749.02;-12687749.02;;;;;15507596.02;;;4758798.6;18843076.99;8094279.57;;;;;;;;;0;0;18843076.99;8094279.57;154021.73;154021.73;;;;;;;154021.73;154021.73;;;-1602740.62;-1597687.77;;;-1455633.09;-1454083.09;;;;;;;-35108.96;;;;-44833.91;-44833.91;;;;;;;;;;;;;-13583.54;-13583.54;-3151900.12;-3110188.31;15845198.6;5138112.99;9493783.03;9019093.8785;;;-0.0015;0;-0.0015;0
30.871.698/0001-81;2025-03-31;1;;;;;;;;;0;0;-56199.16;3217727;-1232206.07;-1232206.07;0;0;0;0;-280128.65;0;0;0;-1568533.88;1985520.93;;;-234822.55;;;;22839.63;22839.63;-211982.92;22839.63;-1780516.8;2008360.56;23684.94;23684.94;0;0;0;0;0;0;23684.94;23684.94;;;-655629.51;-680259.38;;;-88924.15;-88924.15;;;;;-107.07;-107.07;-6608.13;-10920;;;25859.43;33178.82;-285.16;-285.16;;;;;;;;;;;-881605.74;-644970.07;-1607300.33;-1392287.01;-3364132.19;639758.49;639758.49;607770.5655;;122500.11;762258.5955;-395245.2;367013.3955;1.191479
30.871.698/0001-81;2025-06-30;1;;;;;;;;;0;0;2882965.38;2882365.05;-1721603.85;-1721603.85;-7916881.15;-713428.18;;;4052572.81;;;;-2702946.81;447333.02;;;-6137880.69;;;;936233.28;936233.28;-5201647.41;936233.28;-7904594.22;1383566.3;41379.5;41379.5;0;0;0;0;0;0;41379.5;41379.5;;;-633226.17;-608890.43;;;-34964.08;-22175.01;;;;;-246.63;-246.63;-6608.13;;;;-16831.23;-24150.62;-6176.94;-6176.94;;;;;;;;;-103820.6;-103820.6;-1120697.9;-538936.98;-1922571.68;-1304397.21;-9785786.4;120548.59;870825.37;827284.1015;;427837.43;1298662.8015;-762258.6;536404.2015;1.491301
30.871.698/0001-81;2025-09-30;1;;;;;;;;;0;0;2020667.69;2499773.29;-1731534.96;-1731534.96;;;;;;;;;289132.73;768238.33;;;-1233076.41;;36779.95;36779.95;1578692.89;1578692.89;382396.43;1615472.84;671529.16;2383711.17;29431.83;29431.83;;;;;;;29431.83;29431.83;;;-677868.95;-679250.16;;;-25604.23;-38393.3;;;;;-12633.35;-8606.46;-7149.78;;;;-12876.76;97721.34;;0.02;;;;;;;;;103820.58;103820.58;-693317.28;-556352.35;-1325629.77;-1081060.33;-624668.78;1332082.67;1332082.67;1265478.5365;;361825.33;1693907.9965;-1129272;564635.9965;1.271624
30.871.698/0001-81;2025-12-31;1;;;;;;;;;0;0;2717955.34;2674970.11;-1265197.03;-1265197.03;;;;;2122403.42;;;;3575161.73;1409773.08;;;4741338.79;;-855611.69;-855611.69;1177815.29;1177815.29;5063542.39;322203.6;8638704.12;1731976.68;42341.91;42341.91;;;;;;;42341.91;42341.91;;;-603860.15;-644700.78;;;-29442.52;-29442.52;;;;;-12467.55;-12517.71;-14633.96;-17500;;;-17014.16;-17014.16;;;;;;;;;;;;;3128662.52;-2852758.45;2451244.18;-3573933.62;11132290.21;-1799615.03;-472369.22;0;;3387816;3387816;-2823180;564636;0
30.871.716/0001-25;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;691513.31;691513.31;0;0;0;0;0;0;-1600.09;0;-105.28;-105.28;689807.94;691408.03;0;0;-2571794.35;0;0;0;0;0;-2571794.35;0;-1881986.41;691408.03;7059.68;7059.68;0;0;0;0;-1311.43;-1311.43;5748.25;5748.25;0;0;-34313.67;-34313.67;0;0;-136576.3;-136576.3;0;0;0;0;0;0;-17000.26;-13000;0;0;-559.93;-559.93;0;0;-120328.07;-120328.07;0;0;0;0;0;0;0;0;-10886.8;-10886.8;-319665.03;-315664.77;-2195903.19;381491.51;381491.51;362416.9345;;0;381491.51;0;381491.51;1
30.871.716/0001-25;2025-06-30;1;0;0;0;0;0;0;0;0;0;0;2010566.19;2010566.19;0;0;0;0;0;0;0;0;-224944.34;-224944.34;1785621.85;1785621.85;0;0;0;0;0;0;0;0;0;0;1785621.85;1785621.85;50605.14;50605.14;0;0;0;0;0;0;50605.14;50605.14;0;0;-83117.01;-83117.01;0;0;-655302.71;-655302.71;0;0;0;0;0;0;0;0;0;0;-6199.84;-6199.84;0;0;-51437.42;-51437.42;0;0;0;0;0;0;0;0;-8547.36;-8547.36;-804604.34;-804604.34;1031622.65;1031622.65;1413114.16;1342458.452;;0;-511005.51;0;-511005.51;-0.361617
