CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
54.485.027/0001-40;2025-06-30;1;Imóveis para renda em construção;APTO  702 TIPO 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-06-30;1;Imóveis para renda em construção;APTO 502 TORRE 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-06-30;1;Imóveis para renda em construção;APTO 302 TORRE 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-06-30;1;Imóveis para renda em construção;APTO 501 TORRE 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-06-30;1;Imóveis para renda em construção;APTO 1203 TORRE 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-06-30;1;Imóveis para renda em construção;APTO 1201;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-06-30;1;Imóveis para renda em construção;APTO 501 TORRE 4;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO 501 TORRE 4;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO  702 TIPO 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO 502 TORRE 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO 1902 TORRE 3;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO 302 TORRE 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO 501 TORRE 2;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO 1201;evolucao conforme o previsto;custos conforme previsto
54.485.027/0001-40;2025-09-30;1;Imóveis para renda em construção;APTO 1203 TORRE 2;evolucao conforme o previsto;custos conforme previsto
55.089.373/0001-72;2025-03-31;1;Imóveis para renda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada
55.089.373/0001-72;2025-06-30;1;Imóveis para renda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada
55.089.373/0001-72;2025-09-30;1;Imóveis para renda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada
55.307.025/0001-24;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
55.307.025/0001-24;2025-06-30;1;Imóveis para renda em construção;n/a;n/a;n/a
55.435.378/0001-00;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
55.435.378/0001-00;2025-06-30;1;Imóveis para renda em construção;n/a;n/a;n/a
55.435.378/0001-00;2025-09-30;1;Imóveis para renda em construção;NA;NA;NA
55.435.378/0001-00;2025-12-31;2;Imóveis para renda em construção;NA;NA;NA
55.985.307/0001-80;2025-03-31;1;Imóveis para renda em construção;HELBOR PATTEO KLABIN;Imóvel em construção;Imóvel em construção
55.985.307/0001-80;2025-06-30;1;Imóveis para renda em construção;HELBOR PATTEO KLABIN;Imóvel em construção;Imóvel em construção
56.992.328/0001-96;2025-12-31;1;Imóveis para venda em construção;EE;N/A;N/A
56.992.328/0001-96;2025-12-31;1;Imóveis para venda em construção;VH;N/A;N/A
56.992.328/0001-96;2025-12-31;1;Imóveis para venda em construção;VSS;N/A;N/A
56.992.328/0001-96;2025-12-31;1;Imóveis para venda em construção;RCJ;N/A;N/A
56.992.328/0001-96;2025-12-31;1;Imóveis para venda em construção;VGL;N/A;N/A
56.992.328/0001-96;2025-12-31;1;Imóveis para venda em construção;VE;N/A;N/A
56.992.328/0001-96;2025-12-31;1;Imóveis para venda em construção;EL1;N/A;N/A
57.077.139/0001-50;2025-06-30;1;Imóveis para renda em construção;Empreendimento não residencial na cidade de Bonito - PE;Construção dentro do previsto.;Custos dentro do previsto.
57.077.139/0001-50;2025-09-30;1;Imóveis para renda em construção;Empreendimento Betim;N/A;N/A
57.077.139/0001-50;2025-09-30;1;Imóveis para renda em construção;Emprendimento Vespasiano;N/A;N/A
57.077.139/0001-50;2025-12-31;1;Imóveis para renda em construção;Betim Lote 06;N/A;N/A
57.077.139/0001-50;2025-12-31;1;Imóveis para renda em construção;Betim Lote 05;N/A;N/A
57.495.006/0001-02;2025-03-31;1;Imóveis para venda em construção;Imóvel Angélica;O projeto ainda está em desenvolvimento e aprovação. Portanto, ainda não há previsão de início de obras.;
57.495.006/0001-02;2025-06-30;1;Imóveis para venda em construção;Imóvel Angélica;O projeto ainda está em desenvolvimento e aprovação. Portanto, ainda não há previsão de início de obras.;
57.495.006/0001-02;2025-09-30;1;Imóveis para renda em construção;Imóvel Angélica;O projeto ainda está em desenvolvimento. Portanto, ainda não há previsão de início de obras.;
57.495.006/0001-02;2025-12-31;1;Imóveis para renda em construção;Imóvel Angélica;O projeto ainda está em desenvolvimento. Portanto, ainda não há previsão de início de obras.;
57.583.846/0001-19;2025-12-31;1;Imóveis para renda em construção;Helbor Patteo Vila Mariana;Não se aplica;Não se aplica
57.882.804/0001-89;2025-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
57.882.804/0001-89;2025-06-30;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
57.882.804/0001-89;2025-09-30;1;Imóveis para renda em construção;Afonso Baccari 205;Não aplicável;Não aplicável
57.882.804/0001-89;2025-09-30;1;Imóveis para renda em construção;Afonso Baccari 199;Não aplicável;Não aplicável
57.882.804/0001-89;2025-09-30;1;Imóveis para renda em construção;Afonso Baccari 225;Não aplicável;Não aplicável
57.882.804/0001-89;2025-09-30;1;Imóveis para renda em construção;Afonso Baccari 209;Não aplicável;Não aplicável
57.882.804/0001-89;2025-09-30;1;Imóveis para renda em construção;Terreno - Afonso Baccari 189;Não aplicável;Não aplicável
57.882.804/0001-89;2025-09-30;1;Imóveis para renda em construção;Afonso Baccari 219 221;Não aplicável;Não aplicável
57.882.804/0001-89;2025-09-30;1;Imóveis para renda em construção;Afonso Baccari 191;Não aplicável;Não aplicável
57.882.804/0001-89;2025-12-31;1;Imóveis para renda em construção;Afonso Baccari 219 221;Não aplicável;Não aplicável
57.882.804/0001-89;2025-12-31;1;Imóveis para renda em construção;Afonso Baccari 199;Não aplicável;Não aplicável
57.882.804/0001-89;2025-12-31;1;Imóveis para renda em construção;Afonso Baccari 191;Não aplicável;Não aplicável
57.882.804/0001-89;2025-12-31;1;Imóveis para renda em construção;Afonso Baccari 225;Não aplicável;Não aplicável
57.882.804/0001-89;2025-12-31;1;Imóveis para renda em construção;Afonso Baccari 209;Não aplicável;Não aplicável
57.882.804/0001-89;2025-12-31;1;Imóveis para renda em construção;Terreno - Afonso Baccari 189;Não aplicável;Não aplicável
57.882.804/0001-89;2025-12-31;1;Imóveis para renda em construção;Afonso Baccari 205;Não aplicável;Não aplicável
57.976.696/0001-03;2025-09-30;1;Imóveis para venda em construção;TER_TUMIARU;N/A;N/A
58.350.082/0001-84;2025-12-31;1;Imóveis para venda em construção;Namour - Horácio Lafer;Não se aplica;Não se aplica
58.372.239/0001-72;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
58.544.087/0001-48;2025-06-30;1;Imóveis para renda em construção;Relação de Imóveis para renda em construção (nome, ou endereço, caso não possua um nome);Justificativas para evolução de construção inferior ao previsto (acumulado);Justificativas para a ocorrência de custos superiores ao previsto (acumulado)
58.544.087/0001-48;2025-06-30;1;Imóveis para venda em construção;Relação de Imóveis para venda em construção (nome, ou endereço, caso não possua um nome);Justificativas para evolução de construção inferior ao previsto (acumulado);Justificativas para a ocorrência de custos superiores ao previsto (acumulado)
58.863.998/0001-38;2025-06-30;3;Imóveis para venda em construção;N/A;N/A;N/A
58.863.998/0001-38;2025-06-30;3;Imóveis para renda em construção;N/A;N/A;N/A
59.658.166/0001-42;2025-09-30;2;Imóveis para renda em construção;BTG LOG AAA CAJAMAR;Não se aplica;Não se aplica
60.220.343/0001-93;2025-09-30;1;Imóveis para renda em construção;Obramax Uberlandia;n/a;n/a
60.220.343/0001-93;2025-12-31;1;Imóveis para renda em construção;Obramax Uberlandia;n/a;n/a
60.871.972/0001-83;2025-12-31;1;Imóveis para venda em construção;Edificio Loeb;Não se aplica;Não se aplica
62.173.916/0001-09;2025-09-30;1;Imóveis para renda em construção;Lotus Tower;Não se aplica;Não se aplica
62.173.916/0001-09;2025-12-31;1;Imóveis para renda em construção;Lotus Tower;Não se aplica;Não se aplica
62.254.106/0001-79;2025-09-30;1;Imóveis para venda em construção;GAGO COUTINHO;n/a;n/a
62.254.106/0001-79;2025-09-30;1;Imóveis para venda em construção;BARÃO DE ICARAÍ;n/a;n/a
62.254.106/0001-79;2025-12-31;1;Imóveis para venda em construção;GAGO COUTINHO;n/a;n/a
62.254.106/0001-79;2025-12-31;1;Imóveis para venda em construção;BARÃO DE ICARAÍ;n/a;n/a
62.529.006/0001-08;2025-12-31;1;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável
62.731.360/0001-10;2025-12-31;1;Imóveis para renda em construção;A Mata - Casa 06;N.A;N.A
62.731.360/0001-10;2025-12-31;1;Imóveis para renda em construção;A Mata - Casa 09;N.A;N.A
62.855.536/0001-46;2025-12-31;1;Imóveis para renda em construção;Lotus Tower;Não se aplica;Não se aplica
63.566.516/0001-18;2025-12-31;1;Imóveis para venda em construção;GENERAL ARTIGAS;n/a;n/a
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;GIO Jardins Unidade 2901;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;GIO Jardins Unidade 3301;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;HADDOCK 885 Unidade 801;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;HADDOCK 885 Unidade 1001;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;GIO Jardins Unidade 3101;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;GIO Jardins Unidade 1801;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;GIO Jardins Unidade 2401;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;HADDOCK 885 Unidade 901;N/A;N/A
63.574.892/0001-54;2025-12-31;1;Imóveis para venda em construção;GIO Jardins Unidade 1501;N/A;N/A
