CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
47.154.849/0001-83;2025-09-30;1;NEW201;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00574745641685323;Venda
47.154.849/0001-83;2025-09-30;1;NEW203;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00574463019739391;Venda
47.154.849/0001-83;2025-09-30;1;NEW204;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00574745641685323;Venda
47.154.849/0001-83;2025-09-30;1;NEW303;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00574395190472368;Venda
47.154.849/0001-83;2025-09-30;1;NEW401;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.0057516957460422;Venda
47.154.849/0001-83;2025-09-30;1;NEW402;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.0057516957460422;Venda
47.154.849/0001-83;2025-09-30;1;NEW502;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00574463019739391;Venda
47.154.849/0001-83;2025-09-30;1;NEW503;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00574463019739391;Venda
47.154.849/0001-83;2025-09-30;1;NEW601;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00593304482801495;Venda
47.154.849/0001-83;2025-09-30;1;NEW603;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00593304482801495;Venda
47.154.849/0001-83;2025-09-30;1;NEW702;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00593451446213379;Venda
47.154.849/0001-83;2025-09-30;1;NEW703;R. Attílio Bilibio, 251;75.3;1;Nenhuma característica relevante;0.00828956545465529;Venda
47.154.849/0001-83;2025-09-30;1;NEW802;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00593451446213379;Venda
47.154.849/0001-83;2025-09-30;1;NEW803;R. Attílio Bilibio, 251;75.3;1;Nenhuma característica relevante;0.00829778033255037;Venda
47.154.849/0001-83;2025-09-30;1;NEW903;R. Attílio Bilibio, 251;75.3;1;Nenhuma característica relevante;0.00823748765075164;Venda
47.154.849/0001-83;2025-09-30;1;NEW904;R. Attílio Bilibio, 251;54.9;1;Nenhuma característica relevante;0.00593304482801495;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 04;Av Chácara das Nascentes, s/n;72.2;1;Nenhuma característica relevante;0.00591998769411291;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 05;Av Chácara das Nascentes, s/n;100.7;1;Nenhuma característica relevante;0.00823748765075164;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 21;Av Chácara das Nascentes, s/n;99.1;1;Nenhuma característica relevante;0.00806414619058029;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 22;Av Chácara das Nascentes, s/n;99.1;1;Nenhuma característica relevante;0.00806414619058029;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 23;Av Chácara das Nascentes, s/n;78.1;1;Nenhuma característica relevante;0.00629681695535498;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 24;Av Chácara das Nascentes, s/n;78.1;1;Nenhuma característica relevante;0.00629568646757125;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 25;Av Chácara das Nascentes, s/n;78.1;1;Nenhuma característica relevante;0.00629568646757125;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 27;Av Chácara das Nascentes, s/n;99.1;1;Nenhuma característica relevante;0.00806414619058029;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 34;Av Chácara das Nascentes, s/n;78.1;1;Nenhuma característica relevante;0.00629568646757125;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 35;Av Chácara das Nascentes, s/n;99.1;1;Nenhuma característica relevante;0.00807074070265202;Venda
47.154.849/0001-83;2025-09-30;1;NEX2_ 44;Av Chácara das Nascentes, s/n;99.1;1;Nenhuma característica relevante;0.00807074070265202;Venda
47.154.849/0001-83;2025-12-31;1;PAUL301;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0206715184107243;Venda
47.154.849/0001-83;2025-12-31;1;PAUL302;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0210641702483742;Venda
47.154.849/0001-83;2025-12-31;1;PAUL401;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0210641702483742;Venda
47.154.849/0001-83;2025-12-31;1;PAUL402;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0221112418154406;Venda
47.154.849/0001-83;2025-12-31;1;PAUL1002;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.021849473923674;Venda
47.154.849/0001-83;2025-12-31;1;PAUL1201;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0234200812742735;Venda
47.154.849/0001-83;2025-12-31;1;PAUL1202;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0188391431683582;Venda
47.154.849/0001-83;2025-12-31;1;PAUL1401;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0238127331119234;Venda
47.154.849/0001-83;2025-12-31;1;PAU302;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0210641702483742;Venda
47.154.849/0001-83;2025-12-31;1;PAU401;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0221112418154406;Venda
47.154.849/0001-83;2025-12-31;1;PAU1202;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.021849473923674;Venda
47.154.849/0001-83;2025-12-31;1;PAUL1301;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0222421257613239;Venda
47.154.849/0001-83;2025-12-31;1;PAU1401;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0222421257613239;Venda
47.154.849/0001-83;2025-12-31;1;PAUL2202;Av. Senador Area Leão, 2355;180;1;Nenhuma característica relevante;0.0247289207331065;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_13;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00522328208983277;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_23;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00534336274393891;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_24;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00534336274393891;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_53;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00534336274393891;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_83;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00561167483299967;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_113;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00587998692206042;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_123;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00587998692206042;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_133;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00587998692206042;Venda
47.154.849/0001-83;2025-12-31;1;PRIV_134;R. Fuad Mussa Cheid, 115;54.6;1;Nenhuma característica relevante;0.00587998692206042;Venda
47.669.336/0001-05;2025-03-31;1;Villa Cora;Villa CoraBalneário Camboriú/SC, na Av. Atlântica, nº 4294, Edifício ResidencialBalneário Camboriú/SC;217.23;1;matrícula nº 27.153;1;Renda
47.669.336/0001-05;2025-06-30;1;ALPHAVILLE G;Condomínio Alphaville Paraná, Unidade 02, Quadra MB1;0;1;matrícula nº 63.538;0.3695;Renda
47.669.336/0001-05;2025-06-30;1;ECO RESIDENC;Rua Guaraparim, nº 130, bairro Taboleiro, na cidade de Camboriú-SC;12.5;1;Matrícula nº 23.455;0.0508;Renda
47.669.336/0001-05;2025-06-30;1;Ed vita;Rua Guarapari, nº 130, bairro Taboleiro, nesta cidade de Camboriú-SC;73.38;1;Matrícula nº 23.549;0.0034;Renda
47.669.336/0001-05;2025-06-30;1;AP NEO SUPER;AV CANDIDO DE ABREU 470 - CURITIBA - PR;27;1;Matrícula nº 269394;0.0317;Renda
47.669.336/0001-05;2025-06-30;1;AP NEO SUPER;RUA DA GLORIA 251 CURITIBA - PR;49;1;MATRICULA 72442;0.0407;Renda
47.669.336/0001-05;2025-06-30;1;VAGA GARAGEM;RUA DA GLORIA 251 CURITIBA - PR;27;1;MATRICULA 56527;0.0026;Renda
47.669.336/0001-05;2025-09-30;1;Marina;na Avenida Atlântica, nº  4664, centro, na cidade de Balneário Camboriú/SC;346.48;1;Matrícula nº 41.196;0.5784;Renda
47.669.336/0001-05;2025-09-30;1;41.245 Vaga garage;na Avenida Atlântica, nº  4664, centro, na cidade de Balneário Camboriú/SC;17.4;1;Matrícula nº 21.245;0.0094;Renda
47.669.336/0001-05;2025-09-30;1;41.748 Vaga garage;na Avenida Atlântica, nº  4664, centro, na cidade de Balneário Camboriú/SC;13.5;1;Matrícula nº 41.748;0.0094;Renda
47.669.336/0001-05;2025-09-30;1;41.749 Vaga garage;na Avenida Atlântica, nº  4664, centro, na cidade de Balneário Camboriú/SC;13.5;1;Matrícula nº 41.749;0.0094;Renda
47.669.336/0001-05;2025-09-30;1;41.750 Vaga garage;na Avenida Atlântica, nº  4664, centro, na cidade de Balneário Camboriú/SC;13.5;1;Matrícula nº 41.750;0.0094;Renda
47.669.336/0001-05;2025-09-30;1;41.751 Vaga garage;na Avenida Atlântica, nº  4664, centro, na cidade de Balneário Camboriú/SC;13.5;1;Matrícula nº 41.751;0.0094;Renda
47.669.336/0001-05;2025-09-30;1;41.752 Vaga garage;na Avenida Atlântica, nº  4664, centro, na cidade de Balneário Camboriú/SC;13.5;1;Matrícula nº 41.752;0.0094;Renda
47.669.336/0001-05;2025-09-30;1;Torre alpha;Travessa Doutor Flávio Luz nº 132, Praça São Paulo da Cruz  nº 50 e Rua Bom jesus nº 212 na Cidade de Curitiba, Estado do Paraná;52.46;1;Matrícula nº 81.393;0.0226;Renda
49.184.940/0001-77;2025-12-31;1;Galpao Campinas;Avenida Maria Luiza Pompeo De Camargo, 215, Sem Complemento, Jardim Campineiro, Campinas/SP, Brasil, 13082-325;47359.67;1;Direito de propriedade;0.8287007900711;Renda
49.592.781/0001-40;2025-03-31;1;BLOG Garuva;Rodovia SC - 417, 11915, Bairro Mina Velha, Garuva/SC;22790;1;Galpão de uso logístico industrial com 22.789 m² de área bruta locável entregue, localizado em Garuva, Santa Catarina, dentro de um terreno com área total de 61.737 m². O ativo, configurado como condomínio logístico classe AAA, possui 100% de sua área entregue atualmente ocupada, consolidando-se como uma oportunidade estratégica para operações de alta performance na Região Sul do Brasil.O empreendimento conta com pátio de manobras, vagas de espera para caminhões e estacionamento para motos, além de vias internas em ótimas condições operacionais. Inaugurado em 2020, com habite-se emitido e pronto para ocupação, o imóvel é certificado como green building e oferece infraestrutura moderna para operadores logísticos. Todos os módulos possuem sistema de sprinklers, niveladores de doca e pé-direito de 12 metros, com piso industrial de alta resistência, com capacidade para 5 t/m². A distância entre pilares é de 22,50 x 22,50 metros, favorecendo layout flexível de armazenagem.O Módulo 1 dispõe de 17 docas, enquanto os módulos 1-A, 2 e 3 contam com 4, 4 e 5 docas, respectivamente. O imóvel conta ainda com cobertura metálica, iluminação zenital, isolamento termoacústico e ventilação forçada, garantindo eficiência energética e conforto operacional. O controle de acesso para veículos leves, pesados e pedestres reforça os padrões de segurança, posicionando o Braspark Garuva como um polo logístico de referência na região.;1;Renda
50.180.894/0001-17;2025-12-31;1;NEW PATTEO;Av. Analice Sakatauskas, 867 - Bela Vista, Osasco - SP, 06060-013;1343.12;20;UNIDADES AUTÔNOMAS - Torre A: 201,161, 121, 71, 212, 182, 152, 112, 213, 133, 83, 204, 174, 134, 225, 165, 115, 186, 116 e 76.;1;Renda
50.180.894/0001-17;2025-12-31;1;PATTEO;Av. Dom Jaime de Barros Câmara, 320, São Bernardo do Campo;40307.18;380;Matricula 84053;1;Renda
50.275.622/0001-09;2025-06-30;1;AVGENTIL_SP;SÃO PAULO;0;1;NA;0.1537676150032;Renda
50.275.622/0001-09;2025-06-30;1;CAMPOBELO_SP;SÃO PAULO;0;1;NA;0.0481;Renda
50.275.622/0001-09;2025-06-30;1;CONSOLAÇÃO_SP;SÃO PAULO;0;1;NA;0.0543;Renda
50.275.622/0001-09;2025-06-30;1;TUCURUVI_SP;SÃO PAULO;0;1;NA;0.1133;Renda
50.275.622/0001-09;2025-06-30;1;STOAMARO_SP;SÃO PAULO;0;1;NA;0.0467;Renda
50.275.622/0001-09;2025-06-30;1;VLPROSPERIDADE_SP;SÃO PAULO;0;1;NA;0.02;Renda
50.275.622/0001-09;2025-06-30;1;VLCAIÇARA_PG;SÃO PAULO;0;1;NA;5E-05;Renda
50.275.622/0001-09;2025-06-30;1;VILLAGECAPRICCIO_LO;SÃO PAULO;0;1;NA;0.0002;Renda
50.275.622/0001-09;2025-06-30;1;TUCURUVI_SP;SÃO PAULO;0;1;NA;4E-05;Renda
50.275.622/0001-09;2025-06-30;1;SANTANA_SP;SÃO PAULO;0;1;NA;0.00013;Renda
50.375.550/0001-63;2025-03-31;1;AP PADRE JOAO;AP PADRE JOAO;0;1;Apartamento;0;Renda
50.479.122/0001-80;2025-12-31;1;LOG Jundiai;Rodovia Dom Gabriel Paulino Bueno Couto, S/n, Km 71, Medeiros, Jundiaí/SP, Brasil, 13212-240;33742.84;3;Direito de Propriedade;0.04739551034432;Renda
50.479.122/0001-80;2025-12-31;1;LOG Ribeirao Preto;Rua Serra Negra, 780, Sem Complemento, Jardim Jóquei Clube, Ribeirão Preto/SP, Brasil, 14078-640;48085;1;Direito de Propriedade;0.0781313912224;Renda
50.479.122/0001-80;2025-12-31;1;LOG Natal;Rodovia Br 101,  Km 113, S/n, Sem Complemento, São José De Mipibu, São José De Mipibu/RN, Brasil, 59162-000;28862;2;Direito de Propriedade;0.04751880865123;Renda
50.686.473/0001-62;2025-06-30;1;59700_;Lagoa das Rosas, Cumbuco, no Município de Caucaia - Ceará;58923.91;14;Matrícula  59.700;0;Venda
50.701.686/0001-16;2025-12-31;1;Catarina Fashion Outlet - Expansao 3;Rodovia Castelo Branco, S/n, Km 60, Dona Catarina, São Roque/SP, Brasil, 18132-900;55083.81;1;Não possui;0.05063685161081;Renda
50.957.247/0001-79;2025-12-31;2;PRÉDIO COMERCIAL - BRASÍLIA;SCS Quadra 03 Bloco A, Brasília/DF;3961.12;1;matrículas 101.132, 101.133, 101.134 e 101.135;0;Renda
51.472.985/0001-99;2025-06-30;1;N/A;;;;N/A;;
51.665.327/0001-13;2025-12-31;2;Helbor W Residences - Vila Olimpia;Rua Funchal, n.º 65, Vila Olímpia, São Paulo - SP;307.1;4;N/A;0.247049245388868;Venda
51.786.271/0001-55;2025-03-31;1;Galpao Estrada Ladeira Grande;Estrada Ladeira Grande, S/n, Parque Industrial, Parque Industrial, Viana/ES, Brasil, 29136-537;121702.5;16;Direito de Propriedade;0.70002328245892;Renda
51.870.412/0001-13;2025-03-31;1;Icon Residence Club;Rua Odete Jones Gigo, 380 - Sumaré - SP;2363.5;57;N/A;0.4572;Venda
51.870.412/0001-13;2025-06-30;1;Patriani Mirai Suzano;R. Nove de Julho, 1400 - Jardim Santa Helena, Suzano - SP, 08674-230;1185.06;26;N/A;0.6138;Venda
51.870.412/0001-13;2025-06-30;1;Patriani Mirai Atibaia;Av. Dona Gertrudes, 181, Atibaia, São Paulo;880.3;11;N/A;0.64;Venda
51.870.412/0001-13;2025-09-30;1;Habitat - Casa Laguna;Alameda Paulo Roberto Cunha, 113 - Rio Verde - GO;1104.37;8;N/A;0.0273;Venda
51.870.412/0001-13;2025-09-30;1;Daxo - Res. Rhodes;Rua Otto lehmann, SN - Balneário Piçarras - SC, 88380-000;1313.79;8;N/A;0.0514;Venda
51.870.412/0001-13;2025-12-31;2;Habitat - Liberta;Rua Joaquim Caetano, 875, Lotes 05/08 - Qd 61-A - Jataí - GO;729.02;6;N/A;0.0139;Venda
51.870.412/0001-13;2025-12-31;2;Longitude - Vibe Itaim;Rua Salvador Balbino de Matos, 280 - Vila Itaim - SP;36812;45;N/A;0.0069;Venda
51.870.412/0001-13;2025-12-31;2;CK - Artefacto;Av. Osvaldo Reis, 3334 - Praia Brava - Itajaí;1427.4;8;N/A;0.0283;Venda
51.889.479/0001-08;2025-03-31;1;CANOAS Finkler - mat. 23.955;Rua Roberto Francisco Behrens;1015.57;1;CANOAS Finkler - mat. 23.955;0.0164;Renda
51.889.479/0001-08;2025-03-31;1;CANOAS Klopsh- mat. 39.823;Rua Roberto Francisco Behrens;19964.08;1;CANOAS Klopsh- mat. 39.823;0.1283;Renda
51.889.479/0001-08;2025-03-31;1;VENANCIO AIRES - mat. 55.026;Av. Imperatriz Dona Leopoldina, 4785 - Leopoldina - Venâncio Aires - RS;31282.50;1;VENANCIO AIRES - mat. 55.026;0.0317;Renda
51.889.479/0001-08;2025-03-31;1;ERECHIM - Mat. 10.897;Rua Luiz Cavagni - Bela Vista, Erechim - RS;16381.75;1;ERECHIM - Mat. 10.897;0.0715;Renda
51.889.479/0001-08;2025-03-31;1;ERECHIM - Mat.10.898;Rua Luiz Cavagni - Bela Vista, Erechim - RS;16381.75;1;ERECHIM - Mat.10.898;0.0186;Renda
52.371.756/0001-40;2025-12-31;2;80198_52371;RUA MIRACEMA , S/Nº BATISTINI, 09843-750, São bernardo do campo - SP;21669252;1;Matrícula 80198;0;Renda
52.904.581/0001-90;2025-03-31;1;IMOVEL RJ;Condomínio Grand Hyatt;238;1;IMOVEL RENDA FUTURA;0.95;Venda
54.010.546/0001-52;2025-06-30;1;ROVIC 63 EMPREENDIMENTO IMOBILIÁRIO SPE LTDA;NA;0;17;NA;0.1134;Renda
54.375.187/0001-37;2025-03-31;1;Shopping RioSul;Rua Lauro Müller, 116 - Botafogo, Rio de Janeiro - RJ, 22290-070;51966;308;O FII é proprietário de 33,27% do Shopping RioSul;0.3327;Renda
54.375.187/0001-37;2025-06-30;1;Shopping Pátio Paulista;Rua Treze de Maio, 1947 - Bela Vista, São Paulo - 01327-900;38181;287;O FII é proprietário de 18,52% do Shopping Pátio Paulista;;Renda
54.375.187/0001-37;2025-06-30;1;Shopping Pátio Higienópolis;Avenida Higienópolis, 618 - Higienópolis, São Paulo - 01238-000;34107;267;O FII é proprietário de 14,65% do Shopping Pátio Higienópolis;;Renda
54.419.040/0001-00;2025-06-30;1;BOTANICO;Araraquara;329.4;1;MATRICULA 153.330;0.0288;Renda
54.419.040/0001-00;2025-06-30;1;CASA EDEN;São Paulo;954.07;1;MATRICULA 162.579;0.2956;Renda
54.419.040/0001-00;2025-12-31;1;VILLAGE;Rua Projetada 10, n° 218, Lote 24, Quadra D, Araraquara -SP, CEP 14.804-470;159.21;1;MATRICULA 107.593;0.0506;Venda
55.089.373/0001-72;2025-09-30;1;2614-_5;Rua Imaculado Conceicao, 1080 - Prado Velho. Curitiba;230;1;N/A;0.121091443853519;Venda
55.089.373/0001-72;2025-12-31;1;2614-_5;Rua Imaculado Conceicao, 1080 - Prado Velho. Curitiba;230;1;N/A;0.121091443853519;Venda
55.793.516/0001-22;2025-03-31;1;117889-302_5;Apartamento nº 302 do edifício situado à Rua Figueiredo Magalhães, nº 780, Rio de Janeiro / RJ;0;1;Matricula - 117889;0;Venda
55.793.516/0001-22;2025-03-31;1;119583_534_3;Avenida Conselheiro Rodrigues Alves, 534, Apto 32, Rua Hidelbrando Tomás de Carvalho, Rua Humberto I e Rua Otávio de Moraes Dantas, Edifício Bandeiras CEP 04014-001, Vila Mariana, São Paulo - SP;0;1;Matricula - 119583 "Condomínio 1B - Ibirapuera Boulevard", já incluído o direito ao uso de 04 (quatro) vagas na garagem em local individual e indeterminado;0;Venda
55.793.516/0001-22;2025-03-31;1;148130-23_5;Rua Salete, 279, Apto 23, Condomínio Salete Residencial Club Bairro Santana CEP 02016-001, São Paulo Estado São Paulo;235;1;Matricula - 148130;0;Venda
55.793.516/0001-22;2025-03-31;1;152918_1464_;Alameda dos Anapurus, 1464, Apto 171, Edifício Huantar Bairro Indianópolis CEP 4087005 Cidade São Paulo Estado São Paulo;353;1;Matricula - 152918;0;Venda
55.793.516/0001-22;2025-03-31;1;156161-34_5;Rua Alberto Faria, 182, Apto 34, Condomínio Grand Guanabara One Bairro Jardim Brasil CEP 13073014 Cidade Campinas Estado São Paulo;128;1;Matricula - 156161;0;Venda
55.793.516/0001-22;2025-03-31;1;157139_2860_;Avenida Marquês de São Vicente, 2860, Apto 182, Condomínio Marques 2900 Bairro Água Branca CEP 05036-040 Cidade São Paulo Estado SP;193;1;Matricula - 157139;0;Venda
55.793.516/0001-22;2025-03-31;1;50634-106_5;Rua Sacopa, 852, Apartamento 106, Bloco 1, Condomínio Chácara Sacopã, Cep: 22471-180, Lagoa, Rio de Janeiro - RJ;0;1;Matricula - 50634;0;Venda
55.793.516/0001-22;2025-03-31;1;82540-121_5;Rua Santa Catarina, 44, Apartamento 12, Edifício Palla Bianca, Água Verde, Curitiba - PR - Cep: 80620100, Curitiba / PR;0;1;Matricula - 82540;0;Venda
55.793.516/0001-22;2025-03-31;1;173455_171_5;Informação não apresentada;0;1;Informação não apresentada;0;Venda
55.793.516/0001-22;2025-03-31;1;73202_55793;Rua Jardim Botanico, 183, ap 102 Rio de Janeiro - RJ;339.35;1;Matricula - 73202;0;Venda
55.793.516/0001-22;2025-03-31;1;79095_55793;Alphaville Residencial, Santana de Parnaíba, Barueri - SP;447.77;1;Matricula - 79095;0;Venda
56.191.016/0001-83;2025-09-30;1;MAT Nº137.280: UFV Jandira, Barueri, São Paulo.;CONDOMÍNIO BUSINESS PARK JANDIRA", situado na Rodovia de Acesso João de Góes, nº 2.300, no Distrito e Município de Jandira, Comarca de Barueri, do Estado de São Paulo.;18062.19;1;Aquisição do Direito Real de Superfície onde está instalada uma usina solar fotovoltaica que se encontra locada para um consórcio de consumidores.;1;Renda
56.304.155/0001-76;2025-09-30;2;Centro Empresarial Barra Shopping - Sala 101, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-09-30;2;Centro Empresarial Barra Shopping - Sala 201, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-09-30;2;Centro Empresarial Barra Shopping - Sala 301, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-09-30;2;Centro Empresarial Barra Shopping - Sala 401, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-09-30;2;Centro Empresarial Barra Shopping - Sala 501, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-09-30;2;Centro Empresarial Barra Shopping - Sala 601, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-12-31;1;Centro Empresarial Barra Shopping - Sala 101, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-12-31;1;Centro Empresarial Barra Shopping - Sala 201, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-12-31;1;Centro Empresarial Barra Shopping - Sala 301, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-12-31;1;Centro Empresarial Barra Shopping - Sala 401, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-12-31;1;Centro Empresarial Barra Shopping - Sala 501, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.304.155/0001-76;2025-12-31;1;Centro Empresarial Barra Shopping - Sala 601, bloco 06;Av. das Américas, 4200 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907;1;1;Não há;1;Renda
56.992.328/0001-96;2025-12-31;1;RCJ;São Paulo;29736.65;54;RCJ;0;Venda
56.992.328/0001-96;2025-12-31;1;VGL;Porto Feliz;12157.55;46;VGL;0;Venda
56.992.328/0001-96;2025-12-31;1;VSS;Porto Feliz;4974.89;19;VSS;0;Venda
56.992.328/0001-96;2025-12-31;1;VE;Porto Feliz;13054.47;56;VE;0;Venda
56.992.328/0001-96;2025-12-31;1;VH;Porto Feliz;5568;8;VH;0;Venda
57.216.258/0001-47;2025-03-31;1;Edifício Adalmiro Dellape Baptista B32;Avenida Brigadeiro Faria Lima, nº 3.732, São Paulo, SP;8223.93;1;Imóvel destinado à uso corporativo.;0.899237;Renda
57.216.258/0001-47;2025-06-30;1;Edifício Adalmiro Dellape Baptista B32;Avenida Brigadeiro Faria Lima, nº 3.732, São Paulo, SP;572.81;1;Imóvel destinado à uso corporativo.;0.073623;Renda
57.216.258/0001-47;2025-09-30;1;Edifício Adalmiro Dellape Baptista B32;Avenida Brigadeiro Faria Lima, nº 3.732, São Paulo, SP;87.948;1;Imóvel destinado à uso corporativo.;0.007604;Renda
57.285.563/0001-90;2025-03-31;1;EDIFÍCIO ALBERTO DE CAMPOS;Rua Barata Ribeiro, 573, Copacabana, RJ;362.6;1;prédio e respectivo terreno, subdividido em unidades 101, 102, 201 e 202, medindo de frente e de fundos 10m, com extensão de frente a fundo de 33,10m, matrícula nº 18741;0.1897;Venda
57.285.563/0001-90;2025-03-31;1;PRINCESA JANUARIA;Rua Alberto de Campos, 130 - Ipanema, RJ;33.1;1;imovel;0.5;Venda
57.466.934/0001-30;2025-03-31;1;JUNDIAÍ - CASA BAHIA;Rodovia Anhanguera, km 52 + 350m e Rodovia Presidente Tancredo Neves, km 58, Bairro Castanho, CEP 13203-850, cidade de Jundiaí, Estado de São Paulo.;313314;3;N/A;0.63;Renda
57.466.934/0001-30;2025-03-31;1;DUQUE DE CAXIAS- CASA BAHIA;Av. Automóvel Clube, 7.543 - Duque de Caxias;209442;1;N/A;0.11;Renda
57.466.934/0001-30;2025-03-31;1;CAJAMAR - CAPITAL BRASILEIRO;Via de Acesso Sul Km 34, Rodovia Anhanguera, S/Nº, Bairro Empresarial Mirim, complemento Km 34+368 ao Km 35, CEP 07.754-200;76120;2;Usina Diesel e Fotovoltaíca;0.19;Renda
57.466.934/0001-30;2025-03-31;1;RIBEIRÃO PRETO - CASA BAHIA;Avenida Patriarca, nº 5355 - Parque Ribeirão Preto - CEP 14031-580, cidade de Ribeirão Preto, Estado de São Paulo.;35558;1;N/A;0.07;Renda
57.593.613/0001-05;2025-03-31;1;Sao Jose dos Pinhais;Br 376, 18500, Sem Complemento, Mandaguari, Mandaguari/PR, Brasil, 86975-000;14305.09;1;Direito de Propriedade;0.33800371117796;Renda
57.593.613/0001-05;2025-06-30;1;Imovel Mairipora;Rodovia Fernao Dias, 265, Sem Complemento, Luiz Fagundes, Mairiporã/SP, Brasil, 07625-000;11981.95;1;Direito de propriedade;0.08040648924331;Renda
