CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto;Ano de Referência;CNPJ_Fundo
50.750.438/0001-65;2024-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2801;;;2024;
50.750.438/0001-65;2024-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2402;;;2024;
50.750.438/0001-65;2024-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2601;;;2024;
50.750.438/0001-65;2024-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2201;;;2024;
50.750.438/0001-65;2024-06-28;1;Imóveis para venda em construção;You Oscar - Unidades 2801;;;2024;
50.750.438/0001-65;2024-06-28;1;Imóveis para venda em construção;You Oscar - Unidades 2402;;;2024;
50.750.438/0001-65;2024-06-28;1;Imóveis para venda em construção;You Oscar - Unidades 2201;;;2024;
50.750.438/0001-65;2024-06-28;1;Imóveis para venda em construção;You Oscar - Unidades 2601;;;2024;
50.750.438/0001-65;2024-09-30;1;Imóveis para venda em construção;You Oscar - Unidades 2201;;;2024;
50.750.438/0001-65;2024-09-30;1;Imóveis para venda em construção;You Oscar - Unidades 2801;;;2024;
50.750.438/0001-65;2024-09-30;1;Imóveis para venda em construção;You Oscar - Unidades 2601;;;2024;
50.750.438/0001-65;2024-09-30;1;Imóveis para venda em construção;You Oscar - Unidades 2402;;;2024;
50.750.438/0001-65;2024-12-31;1;Imóveis para venda em construção;;;;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO  702 TIPO 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO 1203 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO 501 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO 1902 TORRE 3;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO 1201;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO 302 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO 502 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-09-30;1;Imóveis para renda em construção;APTO 501 TORRE 4;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO  702 TIPO 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO 1203 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO 302 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO 502 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO 501 TORRE 4;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO 1902 TORRE 3;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO 1201;evolucao conforme o previsto;custos conforme previsto;2024;
50.876.919/0001-11;2024-12-31;1;Imóveis para renda em construção;APTO 501 TORRE 2;evolucao conforme o previsto;custos conforme previsto;2024;
50.957.247/0001-79;2024-03-31;1;Imóveis para renda em construção;ANITA_GARIBALDI;;;2024;
50.957.247/0001-79;2024-03-31;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;;;2024;
50.957.247/0001-79;2024-06-28;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;;;2024;
50.957.247/0001-79;2024-06-28;1;Imóveis para renda em construção;ANITA_GARIBALDI;;;2024;
50.957.247/0001-79;2024-09-30;1;Imóveis para renda em construção;ANITA_GARIBALDI;;;2024;
50.957.247/0001-79;2024-09-30;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;;;2024;
50.957.247/0001-79;2024-12-31;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;;;2024;
50.957.247/0001-79;2024-12-31;1;Imóveis para renda em construção;AV PORTUGAL;;;2024;
50.957.247/0001-79;2024-12-31;1;Imóveis para renda em construção;XV NOVEMBRO - RIO NEGRO;;;2024;
50.957.247/0001-79;2024-12-31;1;Imóveis para renda em construção;ANITA GARIBALDI;;;2024;
50.957.247/0001-79;2024-12-31;1;Imóveis para renda em construção;ESTRADA DO GANCHINHO;;;2024;
51.870.412/0001-13;2024-03-31;1;Imóveis para venda em construção;Vista Madalena By You, Inc;;A obra está adiantada em 0,46% em relação ao previsto cronograma.;2024;
51.870.412/0001-13;2024-06-30;1;Imóveis para venda em construção;Vista Madalena By You, Inc;;A obra está atrasada em 0,61% em relação ao previsto cronograma.;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Condomínio Wish 675 - EBM;Obra iniciada com atraso de 2 meses.;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Haia Boa Vista - GRM;Obra iniciou com pequeno atraso e teve dificuldade na execução nos serviços iniciais.;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;José Antonio Bortolotto - MGB;Atraso acumulado devido ao excesso de chuvas na região, dificultando diversas etapas da construção.;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Residencial Aquarela Habitat;;Obra adiantada.;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Residencial Aldana Jardim - Maximo Aldana;;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Edifício Gibran;Obra em recuperação do atraso para entrega no prazo contratual.;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Stillo Barra - AGER;Atraso ainda é reflexo das dificuldades iniciais para remoção de desmonte de rochas no terreno.;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Residencial Vida Habitat;;Obra adiantada.;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Varandas Joy - Realiza;;Obra iniciada com pouco avanço acima do previsto.;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Vista Madalena By You, Inc;Pequeno atraso em relação ao cronograma, normal para a fase em que a obra se encontra (concretagem do embasamento) e recuperável a partir da estrutura do pavimento tipo.;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Gafisa - Evolve Vila Mariana;Obra atrasada com dificuldade de execução na estrutura, dificultando avanço nas demais etapas.;;2024;
51.870.412/0001-13;2024-09-30;1;Imóveis para venda em construção;Unlimited - Oscar Freire - Youi, Inc;;Obra adiantada.;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;José Antonio Bortolotto - MGB;O atraso da obra é devido ao longo período chuvoso na região, o que paralisou a concretagem, consequentemente desmontagem e montagem das formas das edificações seguintes.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Coral Gables - Vetter;Obra replanejada;Obra adiantada;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Edifício Gibran;Obra em finalização. Atraso ocorreu por lentidão em execução de concretagem que não foi recuperada ao longo da obra.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Unlimited - Oscar Freire - Youi, Inc;;Obra adiantada.;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Derby Central - Max Plural;O atraso é reflexo de início tardio de execução das fundações, agravado pelo baixo desempenho em dezembro em função do calendário reduzido (festas de fim de ano).;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Seven Living - Maximo Aldana;Atraso em função de período chuvoso - obra em fase de fundação e escavação;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Residencial Vida Habitat;;Obra concluída;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Residencial Aldana Jardim - Maximo Aldana;;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Residencial Aquarela Habitat;;Obra adiantada.;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Haia Boa Vista - GRM;Em novembro, refletindo a partir de dezembro, a construtora replanejou o cronograma da obra com objetivo em manter o prazo de entrega.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Stillo Barra - AGER;A defasagem entre o total previsto e realizado é reflexo das dificuldades iniciais para remoção de desmonte de rochas no terreno, não recuperado ao longo da obra.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Gafisa - Evolve Vila Mariana;Obra teve dificuldade de execução na estrutura, prejudicando avanço nas demais etapas.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Condomínio Wish 675 - EBM;Obra iniciada com atraso de 60 dias.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Vista Madalena By You, Inc;O atraso é devido à dificuldade de montagem e concretagem das grandes áreas de embasamento do emrpeendimento.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Green View - Patrimônio;A construtora replanejou a obra, postergando a entrega final para 31/10/2025, dentro do prazo máximo de tolerância;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Duo Living Complex - Catamarã;Pequeno atraso em relação ao cronograma, mas recuperável nesse estágio da obra;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Residencial Habitat Zoe;Atraso é reflexo do início tardio da obra (30 dias após o previsto), refletindo no andamento normal.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Varandas Joy - Realiza;Pequeno atraso em relação ao cronograma, porém recuperável. Período chuvoso dificultou execução de terraplanagem e fundações.;;2024;
51.870.412/0001-13;2024-12-31;1;Imóveis para venda em construção;Sky Pinheiros - AAM;;;2024;
52.324.762/0001-47;2024-06-30;1;Imóveis para renda em construção;0;0;0;2024;
52.324.762/0001-47;2024-09-30;1;Imóveis para renda em construção;0;0;0;2024;
52.324.762/0001-47;2024-12-31;1;Imóveis para renda em construção;0;0;0;2024;
53.072.782/0001-30;2024-12-31;1;Imóveis para renda em construção;;;;2024;
53.251.006/0001-06;2024-03-31;1;Imóveis para renda em construção;Casa Jardins Jaú;A evolução está ocorrendo conforme o previsto;A evolução está ocorrendo conforme o previsto;2024;
53.251.006/0001-06;2024-06-30;1;Imóveis para renda em construção;Casa Jardins Jaú;A evolução está ocorrendo conforme o previsto;A evolução está ocorrendo conforme o previsto;2024;
53.251.006/0001-06;2024-09-30;1;Imóveis para renda em construção;Casa Jardins Jaú;A evolução está ocorrendo conforme o previsto;A evolução está ocorrendo conforme o previsto;2024;
53.251.006/0001-06;2024-12-31;1;Imóveis para renda em construção;Casa Jardins Jaú;A evolução está ocorrendo conforme o previsto;A evolução está ocorrendo conforme o previsto;2024;
53.645.729/0001-81;2024-03-31;1;Imóveis para venda em construção;Rua Enxovia - Vila São Francisco - São Paulo,;;;2024;
53.645.729/0001-81;2024-03-31;1;Imóveis para venda em construção;Rua Funchal, nº 65, Vila Olímpia, São Paulo/SP;;;2024;
53.645.729/0001-81;2024-03-31;1;Imóveis para venda em construção;Rua Otto Boehm - Joinville -SC;;;2024;
53.645.729/0001-81;2024-06-30;1;Imóveis para venda em construção;Rua Enxovia - Vila São Francisco - São Paulo,;;;2024;
53.645.729/0001-81;2024-06-30;1;Imóveis para venda em construção;Rua Funchal, nº 65, Vila Olímpia, São Paulo/SP;;;2024;
53.645.729/0001-81;2024-06-30;1;Imóveis para venda em construção;Rua Otto Boehm - Joinville -SC;;;2024;
53.645.729/0001-81;2024-09-30;1;Imóveis para venda em construção;Rua Enxovia - Vila São Francisco - São Paulo,;;;2024;
53.645.729/0001-81;2024-09-30;1;Imóveis para venda em construção;Rua Otto Boehm - Joinville -SC;;;2024;
53.645.729/0001-81;2024-09-30;1;Imóveis para venda em construção;Rua Funchal, nº 65, Vila Olímpia, São Paulo/SP;;;2024;
